Dataset,MajorityClass,Forest,Cropland,Built-up,Wetland,Bareland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGB_M_R,Bareland,59,0,54,53,0,16,195,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGB_M_R,Water,158,0,4,215,45,0,406,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGB_M_R,Forest,0,0,62,425,182,182,725,18,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGB_M_R,Shrubland,8,0,5,6,9,1,8,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGB_M_R,Built-up,18,0,0,11,91,3,75,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGB_M_R,Permanent_ice_and_snow,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,Grassland,0,0,0,109,0,16,0,0,493,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,Wetland,0,0,0,0,0,6,0,0,222,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,Forest,0,0,0,253,0,90,0,0,784,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,Water,0,0,0,294,0,0,0,0,307,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,Shrubland,0,0,0,0,0,0,0,0,22,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,Built-up,0,0,0,1,0,0,0,0,80,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,Bareland,0,0,0,10,0,1,0,0,81,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,Cropland,0,0,0,11,0,2,0,0,91,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,Non_Wetland,0,0,0,7,1,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,Forest,0,135,29,415,406,333,605,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,Grassland,57,210,63,280,343,66,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,Built-up,4,49,0,66,151,3,70,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,Wetland,6,15,0,0,75,218,153,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,Water,41,11,0,235,154,0,196,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,Shrubland,0,12,2,12,18,1,21,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,Bareland,1,89,8,23,0,4,40,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,Cropland,15,0,15,51,143,2,112,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,Permanent_ice_and_snow,0,0,0,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,Grassland,0,0,0,0,0,154,0,0,0,19,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,Wetland,0,0,0,0,0,151,0,0,0,86,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,Bareland,0,0,0,0,0,35,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,Water,0,0,0,0,0,0,0,0,0,179,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,Forest,0,0,0,0,0,258,0,0,0,111,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,Cropland,0,0,0,0,0,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,Built-up,0,0,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,Grassland,237,16,107,109,122,16,0,383,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,Wetland,64,0,1,0,46,6,17,50,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,Bareland,69,2,88,10,0,1,158,172,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,Built-up,28,0,0,1,12,0,94,100,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,Forest,0,3,97,253,218,90,417,367,0,0,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,Cropland,121,0,90,11,29,2,187,198,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,Water,167,0,31,294,183,0,121,187,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,Grassland,217,657,210,18,31,173,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,Forest,0,421,173,40,8,313,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,Bareland,26,200,104,0,0,40,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,Built-up,7,54,0,0,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,Water,88,81,10,41,10,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,Shrubland,0,4,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,Wetland,100,135,41,0,3,155,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,Cropland,20,0,14,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,Permanent_ice_and_snow,0,1,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,Cropland,34,0,0,0,67,3,31,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,Forest,0,145,0,31,95,38,63,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,Bareland,35,24,0,1,0,17,7,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,Built-up,72,41,0,1,29,2,10,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,Wetland,327,16,0,0,9,117,25,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,Water,378,3,0,67,17,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,Grassland,371,181,0,66,176,120,0,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,Shrubland,3,2,0,0,2,0,0,0,0,0,0,0
