,0
Water,31235
Grassland,23184
Forest,18971
Wetland,18712
Shrubland,18420
Cropland,13843
Bareland,8319
Built-up,6380
Non_Wetland,5342
Non_Water,3328
Permanent_ice_and_snow,38
Lichens_and_Mosses,8
