Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R,Shrubland,3,3,3,3,1,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R,Grassland,0,20,34,15,8,19,35,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R,Cropland,62,0,23,46,26,22,53,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R,Wetland,118,18,0,28,2,69,87,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R,Lichens_and_Mosses,2,0,0,2,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R,Bareland,63,16,14,0,19,49,62,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R,Built-up,21,6,2,18,0,7,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R,Water,129,25,78,119,6,0,143,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R,Forest,117,47,70,86,26,65,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LFE_M_R,Permanent_ice_and_snow,10,1,1,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,Grassland,0,0,9,0,0,5,0,78,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,Cropland,0,0,6,0,0,1,0,25,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,Bareland,0,0,27,0,0,13,0,13,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,Forest,0,0,44,0,0,29,0,147,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,Wetland,0,0,0,0,0,14,0,179,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,Built-up,0,0,2,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,Water,0,0,66,0,0,0,0,91,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFE_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,Grassland,0,0,0,0,0,59,0,0,16,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,Cropland,0,0,0,0,0,37,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,Wetland,0,0,0,0,0,141,0,0,61,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,Bareland,0,0,0,0,0,86,0,0,51,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,Built-up,0,0,0,0,0,16,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,Water,0,0,0,0,0,0,0,0,180,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFE_M_R,Forest,0,0,0,0,0,158,0,0,68,0,0,0
