Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R,Shrubland,315,85,85,68,60,184,123,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R,Non_Wetland,0,0,0,0,0,0,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R,Grassland,0,164,55,38,25,209,124,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R,Bareland,263,77,0,53,89,89,29,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R,Built-up,211,106,56,0,12,133,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R,Water,740,103,157,0,0,639,545,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R,Forest,785,175,98,66,272,0,387,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R,Cropland,445,0,146,96,56,276,147,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R,Non_Water,6,3,1,0,3,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R,Wetland,353,91,39,1,148,174,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R,Lichens_and_Mosses,2,4,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R,Permanent_ice_and_snow,7,0,4,0,0,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,Non_Wetland,6,0,1,0,3,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,Shrubland,113,0,29,23,58,27,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,Grassland,0,0,26,31,91,30,0,198,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,Cropland,689,0,86,103,111,78,0,344,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,Bareland,246,0,0,37,143,13,0,112,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,Built-up,160,0,31,0,42,1,0,98,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,Water,316,0,64,36,0,66,0,558,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,Forest,606,0,158,112,500,0,0,1258,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,Non_Water,5,0,0,0,8,1,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,Wetland,275,0,135,5,349,59,0,317,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,Lichens_and_Mosses,1,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,Permanent_ice_and_snow,3,0,0,0,4,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,Non_Wetland,2,0,3,0,3,5,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,Grassland,0,58,164,15,81,38,0,240,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,Water,74,2,291,15,0,275,0,633,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,Forest,408,65,469,29,460,0,2,1035,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,Built-up,124,1,197,0,18,1,0,114,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,Non_Water,1,0,2,0,10,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,Bareland,84,10,0,22,56,6,0,74,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,Shrubland,80,12,77,22,56,44,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,Cropland,485,0,391,69,86,39,0,357,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,Wetland,159,18,226,3,306,125,0,327,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,Lichens_and_Mosses,3,0,3,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,Permanent_ice_and_snow,0,0,6,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPG_M_R,Shrubland,0,0,0,0,0,0,0,0,269,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPG_M_R,Grassland,0,0,0,0,3,0,102,0,170,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPG_M_R,Water,0,0,0,0,0,0,671,0,397,0,0,0
