Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_18LXL_M_R,Shrubland,3,3,2,3,2,2,1,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXL_M_R,Grassland,0,14,8,10,14,6,0,20,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXL_M_R,Cropland,54,0,1,35,30,8,0,41,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXL_M_R,Wetland,45,5,0,26,1,21,2,25,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXL_M_R,Lichens_and_Mosses,3,1,0,2,1,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXL_M_R,Bareland,82,20,1,0,28,45,10,65,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXL_M_R,Built-up,18,10,0,16,0,4,0,16,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXL_M_R,Water,118,38,24,97,20,0,19,102,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXL_M_R,Forest,89,44,10,61,42,31,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LXL_M_R,Permanent_ice_and_snow,20,0,0,16,7,1,0,11,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXL_M_R,Shrubland,0,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXL_M_R,Grassland,0,0,3,0,0,1,0,0,19,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXL_M_R,Forest,0,0,27,0,0,7,0,0,18,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXL_M_R,Wetland,0,0,0,0,0,2,0,0,45,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXL_M_R,Bareland,0,0,28,0,0,9,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXL_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXL_M_R,Water,0,0,47,0,0,0,0,0,32,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXL_M_R,Cropland,0,0,1,0,0,0,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXL_M_R,Permanent_ice_and_snow,0,0,1,0,0,5,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXL_M_R,Shrubland,0,0,0,0,0,6,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXL_M_R,Grassland,0,0,0,0,0,11,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXL_M_R,Wetland,0,0,0,0,0,35,0,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXL_M_R,Lichens_and_Mosses,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXL_M_R,Bareland,0,0,0,0,0,85,0,0,0,39,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXL_M_R,Built-up,0,0,0,0,0,6,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXL_M_R,Water,0,0,0,0,0,0,0,0,0,95,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXL_M_R,Forest,0,0,0,0,0,62,0,0,0,28,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXL_M_R,Cropland,0,0,0,0,0,11,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXL_M_R,Permanent_ice_and_snow,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXL_M_R,Water,63,17,47,55,32,0,7,60,0,0,133,17
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXL_M_R,Cropland,37,0,1,25,26,0,0,22,0,0,60,19
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXL_M_R,Wetland,7,0,0,1,0,2,0,8,0,0,24,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXL_M_R,Bareland,45,21,28,0,45,9,6,29,0,0,81,23
