Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXL_M_R,Built-up,9,4,0,10,0,1,0,7,0,0,15,5
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXL_M_R,Forest,51,27,27,38,32,7,0,0,0,0,91,20
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXL_M_R,Grassland,0,7,3,7,8,1,0,15,0,0,25,2
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXL_M_R,Permanent_ice_and_snow,4,4,1,9,4,5,0,4,0,0,22,3
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXL_M_R,Grassland,0,19,9,17,21,9,0,25,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXL_M_R,Bareland,0,35,4,0,26,60,0,14,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXL_M_R,Built-up,0,3,0,4,0,2,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXL_M_R,Forest,0,33,6,43,43,57,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXL_M_R,Cropland,0,0,3,19,28,8,0,23,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXL_M_R,Wetland,0,1,0,17,7,23,0,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXL_M_R,Water,0,12,22,66,31,0,5,32,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXL_M_R,Permanent_ice_and_snow,0,0,1,12,1,11,0,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXL_M_R,Wetland,3,4,0,16,0,24,2,20,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXL_M_R,Bareland,2,9,3,0,0,26,13,17,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXL_M_R,Built-up,2,11,0,9,0,13,2,12,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXL_M_R,Water,2,4,8,45,0,0,18,57,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXL_M_R,Forest,15,15,3,11,0,19,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXL_M_R,Cropland,4,0,2,6,0,3,0,8,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXL_M_R,Grassland,0,7,2,8,0,7,4,10,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXL_M_R,Permanent_ice_and_snow,0,0,0,2,0,10,0,0,0,0,0,0
