Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R,Shrubland,350,74,99,102,89,205,43,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R,Grassland,0,142,64,85,41,191,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R,Bareland,343,87,0,131,50,180,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R,Built-up,406,195,169,0,58,287,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R,Water,1065,74,204,59,0,717,88,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R,Forest,1145,321,196,270,348,0,51,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R,Non_Wetland,4,0,0,0,0,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R,Cropland,832,0,260,294,129,510,17,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R,Wetland,144,4,0,2,58,51,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R,Permanent_ice_and_snow,5,2,3,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,Shrubland,91,0,62,46,50,50,33,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,Non_Wetland,1,0,0,0,0,1,5,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,Grassland,0,0,65,88,101,165,35,265,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,Cropland,716,0,272,339,140,450,41,702,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,Bareland,231,0,0,138,136,88,1,176,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,Built-up,207,0,176,0,63,137,16,290,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,Water,353,0,115,154,0,419,48,583,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,Forest,601,0,286,295,419,0,273,997,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,Wetland,23,0,4,13,86,35,0,98,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,Permanent_ice_and_snow,6,0,0,0,2,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGH_M_R,Grassland,0,79,232,58,15,139,55,203,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGH_M_R,Non_Wetland,0,0,2,0,0,1,7,3,0,0,0,0
