Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_20KNB_M_R,Shrubland,3,3,1,3,1,2,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNB_M_R,Grassland,0,6,3,3,3,2,8,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNB_M_R,Cropland,60,0,8,39,19,7,32,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNB_M_R,Wetland,36,13,0,38,1,48,25,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNB_M_R,Lichens_and_Mosses,2,0,0,3,0,1,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNB_M_R,Bareland,65,30,0,0,11,48,48,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNB_M_R,Built-up,14,7,0,12,0,3,8,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNB_M_R,Water,97,39,0,88,1,0,80,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KNB_M_R,Forest,77,40,3,68,23,37,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNB_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNB_M_R,Grassland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNB_M_R,Cropland,0,0,0,0,0,0,0,15,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNB_M_R,Forest,0,0,30,0,0,17,0,21,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNB_M_R,Wetland,0,0,0,0,0,0,0,44,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNB_M_R,Bareland,0,0,32,0,0,16,0,33,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNB_M_R,Water,0,0,48,0,0,0,0,31,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNB_M_R,Shrubland,0,0,0,0,0,4,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNB_M_R,Grassland,0,0,0,0,0,4,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNB_M_R,Cropland,0,0,0,0,0,16,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNB_M_R,Wetland,0,0,0,0,0,43,0,0,35,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNB_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNB_M_R,Bareland,0,0,0,0,0,67,0,0,51,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNB_M_R,Built-up,0,0,0,0,0,4,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNB_M_R,Water,0,0,0,0,0,0,0,0,141,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNB_M_R,Forest,0,0,0,0,0,76,0,0,36,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNB_M_R,Water,30,39,48,57,32,0,35,0,0,68,10
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNB_M_R,Cropland,32,0,0,19,18,0,25,0,0,36,5
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNB_M_R,Wetland,2,4,0,10,3,0,4,0,0,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNB_M_R,Bareland,22,27,32,0,39,16,30,0,0,58,11
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNB_M_R,Built-up,6,10,0,6,0,0,5,0,0,7,2
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNB_M_R,Forest,40,55,30,50,44,17,0,0,0,63,20
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNB_M_R,Grassland,0,7,0,0,0,0,6,0,0,9,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNB_M_R,Grassland,0,18,0,0,7,2,10,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNB_M_R,Bareland,0,21,30,0,13,49,47,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNB_M_R,Built-up,0,2,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNB_M_R,Forest,0,27,16,3,31,29,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNB_M_R,Cropland,0,0,5,0,21,12,24,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNB_M_R,Wetland,0,1,0,7,2,32,21,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNB_M_R,Water,0,13,38,45,25,0,58,0,0,0,0
