Dataset,MajorityClass,Forest,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R,Shrubland,47,81,31,23,10,9,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R,Grassland,340,0,330,120,94,107,59,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R,Non_Wetland,3,5,5,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R,Bareland,50,196,62,2,0,54,23,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R,Built-up,273,345,216,3,159,0,71,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R,Water,751,776,243,125,284,61,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R,Forest,0,945,329,170,183,176,215,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R,Cropland,326,567,0,60,198,177,53,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R,Wetland,103,189,37,0,16,5,34,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R,Non_Water,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KMR_M_R,Permanent_ice_and_snow,5,10,5,0,6,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,Non_Wetland,0,3,0,5,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,Shrubland,13,52,0,9,14,8,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,Grassland,114,0,0,122,67,104,158,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,Cropland,206,544,0,85,150,281,123,17,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,Wetland,4,47,0,0,2,3,80,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,Bareland,9,59,0,3,0,72,57,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,Built-up,58,174,0,15,155,0,111,1,0,0,0,0
