Dataset,MajorityClass,Forest,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,Forest,0,689,0,229,135,196,389,100,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,Water,181,398,0,65,41,167,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMR_M_R,Permanent_ice_and_snow,0,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,Non_Wetland,1,2,0,8,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,Grassland,108,0,117,215,59,85,15,50,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,Forest,0,571,111,586,143,149,197,134,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,Wetland,5,33,1,0,6,3,36,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,Bareland,4,50,13,2,0,22,2,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,Water,210,256,39,428,74,114,0,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,Shrubland,12,27,6,17,9,11,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,Built-up,38,207,60,75,182,0,17,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,Cropland,151,506,0,98,138,191,14,58,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMR_M_R,Permanent_ice_and_snow,0,3,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,Grassland,0,0,0,42,0,0,29,0,517,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,Wetland,0,0,0,0,0,0,9,0,377,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,Shrubland,0,0,0,0,0,0,0,0,49,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,Forest,0,0,0,158,0,0,86,0,967,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,Cropland,0,0,0,11,0,0,11,0,291,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,Water,0,0,0,254,0,0,0,0,555,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,Built-up,0,0,0,19,0,0,12,0,100,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMR_M_R,Bareland,0,0,0,0,0,0,2,0,19,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,Grassland,0,0,0,0,0,0,210,0,0,78,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,Shrubland,0,0,0,0,0,0,8,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,Water,0,0,0,0,0,0,0,0,0,611,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,Wetland,0,0,0,0,0,0,50,0,0,41,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,Cropland,0,0,0,0,0,0,108,0,0,46,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,Forest,0,0,0,0,0,0,294,0,0,236,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,Built-up,0,0,0,0,0,0,40,0,0,25,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,Bareland,0,0,0,0,0,0,22,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,Grassland,274,0,608,42,121,194,29,641,0,0,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,Wetland,38,0,106,0,18,31,9,109,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,Bareland,24,8,223,0,0,175,2,139,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,Built-up,83,24,300,19,31,0,12,274,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,Forest,0,116,636,158,180,230,86,850,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,Cropland,165,49,0,11,38,170,11,429,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,Water,331,28,584,254,339,181,0,488,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMR_M_R,Permanent_ice_and_snow,1,0,9,0,0,4,0,9,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,Grassland,193,0,648,78,7,311,155,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,Bareland,16,0,133,9,0,146,35,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,Forest,0,0,629,129,2,454,454,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,Wetland,23,0,76,0,0,26,50,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,Built-up,30,0,125,5,10,0,37,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,Shrubland,5,0,26,0,0,5,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,Water,121,0,434,215,11,264,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,Cropland,85,0,0,16,8,222,39,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMR_M_R,Permanent_ice_and_snow,0,0,4,0,0,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,Built-up,290,147,170,3,96,0,82,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,Water,563,99,6,73,39,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,Forest,0,126,87,2,49,0,138,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,Cropland,297,234,0,45,165,0,102,0,0,0,0,40
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,Wetland,168,57,5,0,0,0,57,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,Shrubland,38,4,6,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,Bareland,22,8,7,3,0,0,17,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMR_M_R,Grassland,301,0,94,23,74,0,91,0,0,0,0,30
