,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LEJ_M_R,6372
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEJ_M_R,6130
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEJ_M_R,6075
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEJ_M_R,5640
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEJ_M_R,5513
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEJ_M_R,4306
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEJ_M_R,2042
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEJ_M_R,1963
