Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R,Shrubland,397,43,77,221,88,85,56,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R,Non_Wetland,8,0,0,5,0,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R,Grassland,0,126,65,269,67,46,20,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R,Bareland,325,60,0,133,77,3,11,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R,Built-up,422,90,139,222,0,0,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R,Water,1162,8,228,671,39,420,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R,Forest,1132,204,95,0,163,218,164,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R,Cropland,611,0,160,387,161,14,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R,Wetland,416,6,8,220,14,0,111,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R,Non_Water,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R,Permanent_ice_and_snow,1,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,Non_Wetland,5,0,0,3,0,6,6,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,Shrubland,94,0,42,40,29,32,59,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,Grassland,0,0,80,164,63,63,131,356,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,Cropland,522,0,229,217,114,28,19,439,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,Wetland,79,0,11,233,2,0,538,386,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,Bareland,163,0,0,27,101,1,33,124,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,Built-up,153,0,132,70,0,17,52,245,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,Water,387,0,76,348,109,100,0,719,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,Forest,608,0,173,0,172,266,481,1162,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,Non_Wetland,0,0,2,0,0,12,0,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,Grassland,0,135,232,73,54,121,33,291,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,Wetland,65,0,173,65,1,0,63,342,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,Forest,607,170,652,0,128,634,181,1013,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,Bareland,73,61,0,2,47,5,3,43,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,Built-up,173,24,262,34,0,49,10,173,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,Non_Water,0,0,0,0,0,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,Water,145,2,678,219,52,595,0,687,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,Shrubland,88,27,110,21,31,60,22,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,Cropland,390,0,384,62,109,35,8,200,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,Shrubland,0,0,0,0,0,0,0,0,211,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,Wetland,0,0,0,0,0,0,58,0,482,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,Grassland,0,0,0,0,0,85,39,0,244,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,Forest,0,0,0,0,0,327,182,0,989,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,Water,0,0,0,0,0,419,0,0,468,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,Cropland,0,0,0,0,0,5,30,0,77,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,Bareland,0,0,0,0,0,7,51,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,Built-up,0,0,0,0,0,14,36,0,67,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,Grassland,0,0,0,0,0,0,127,0,0,30,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,Shrubland,0,0,0,0,0,0,82,0,0,27,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,Forest,0,0,0,0,0,0,387,0,0,156,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,Wetland,0,0,0,0,0,0,249,0,0,237,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,Bareland,0,0,0,0,0,0,36,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,Cropland,0,0,0,0,0,0,26,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,Water,0,0,0,0,0,0,0,0,0,458,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,Built-up,0,0,0,0,0,0,34,0,0,12,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,Grassland,0,372,23,348,118,85,39,521,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,Wetland,1,14,6,169,10,0,58,139,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,Bareland,8,205,0,115,142,7,51,298,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,Built-up,35,196,9,95,0,14,36,274,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,Water,32,273,111,505,109,419,0,633,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,Forest,231,486,96,0,231,327,182,844,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,Cropland,87,0,3,280,128,5,30,441,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,Shrubland,15,43,10,39,20,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,Grassland,0,546,4,215,214,30,89,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,Forest,0,459,2,0,477,183,488,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,Shrubland,0,169,1,85,161,25,64,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,Wetland,0,59,0,150,78,0,199,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,Bareland,0,219,0,32,212,4,31,0,0,0,0,0
