Dataset,MajorityClass,Forest,Cropland,Built-up,Wetland,Bareland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R,Grassland,491,117,112,152,102,55,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R,Non_Wetland,4,0,0,2,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R,Shrubland,66,11,27,28,6,0,111,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R,Cropland,290,0,91,14,26,2,365,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R,Wetland,173,2,2,0,22,56,301,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R,Bareland,101,25,43,2,0,4,142,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R,Built-up,143,35,0,0,32,1,165,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R,Water,700,0,14,148,275,0,700,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R,Forest,0,46,84,82,63,70,480,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNN_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,Non_Wetland,0,0,0,3,0,0,2,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,Shrubland,10,0,2,7,11,6,57,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,Grassland,113,0,50,187,121,238,0,267,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,Cropland,79,0,41,20,94,29,431,163,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,Bareland,14,0,5,13,0,31,182,43,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,Built-up,24,0,0,9,91,10,136,62,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,Water,153,0,27,154,38,0,925,100,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,Forest,0,0,49,302,173,200,909,325,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,Wetland,29,0,1,0,13,70,350,48,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNN_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNN_M_R,Shrubland,0,0,0,0,0,0,0,0,42,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNN_M_R,Grassland,0,0,0,147,0,81,0,0,590,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNN_M_R,Wetland,0,0,0,0,0,7,0,0,147,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNN_M_R,Forest,0,0,0,293,0,112,0,0,495,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNN_M_R,Cropland,0,0,0,7,0,4,0,0,66,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNN_M_R,Water,0,0,0,383,0,0,0,0,233,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNN_M_R,Bareland,0,0,0,5,0,4,0,0,18,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNN_M_R,Built-up,0,0,0,12,0,5,0,0,13,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,Grassland,35,102,88,191,513,216,0,273,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,Non_Wetland,0,0,0,3,0,0,3,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,Forest,0,90,48,175,468,350,708,350,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,Shrubland,0,7,5,7,45,9,46,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,Wetland,15,9,5,0,102,171,202,96,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,Water,63,17,109,79,378,0,415,204,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,Built-up,4,6,0,2,163,11,104,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,Cropland,9,0,92,35,313,37,266,78,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,Lichens_and_Mosses,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,Bareland,0,10,2,4,0,24,25,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNN_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNN_M_R,Grassland,0,0,0,0,0,257,0,0,0,169,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNN_M_R,Shrubland,0,0,0,0,0,10,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNN_M_R,Water,0,0,0,0,0,0,0,0,0,399,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNN_M_R,Forest,0,0,0,0,0,162,0,0,0,146,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNN_M_R,Cropland,0,0,0,0,0,10,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNN_M_R,Wetland,0,0,0,0,0,90,0,0,0,55,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNN_M_R,Bareland,0,0,0,0,0,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNN_M_R,Built-up,0,0,0,0,0,4,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNN_M_R,Grassland,333,431,167,147,119,81,0,408,0,0,23,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNN_M_R,Wetland,43,31,0,0,9,7,17,25,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNN_M_R,Forest,0,287,89,293,132,112,246,304,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNN_M_R,Cropland,88,0,81,7,8,4,125,146,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNN_M_R,Bareland,29,80,81,5,0,4,77,86,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNN_M_R,Built-up,29,92,0,12,4,5,73,73,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNN_M_R,Water,252,230,72,383,107,0,209,284,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNN_M_R,Shrubland,10,5,2,0,4,0,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNN_M_R,Shrubland,7,57,10,1,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNN_M_R,Grassland,114,799,162,79,6,251,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNN_M_R,Forest,0,371,183,36,2,335,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNN_M_R,Bareland,10,102,69,0,0,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNN_M_R,Built-up,0,70,0,0,1,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNN_M_R,Wetland,44,177,17,0,0,110,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNN_M_R,Water,55,242,44,43,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNN_M_R,Cropland,15,0,34,1,2,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNN_M_R,Shrubland,55,18,0,1,22,17,22,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNN_M_R,Wetland,256,21,0,0,17,112,76,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNN_M_R,Cropland,87,0,0,1,96,10,68,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNN_M_R,Forest,0,74,0,11,43,57,49,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNN_M_R,Water,398,25,0,91,25,0,81,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNN_M_R,Bareland,30,14,0,0,0,19,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNN_M_R,Built-up,94,61,0,2,33,11,25,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNN_M_R,Grassland,400,177,0,93,166,202,0,0,0,0,0,8
