Dataset,MajorityClass,Cropland,Forest,Bareland,Built-up,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R,Grassland,174,188,22,38,60,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R,Non_Wetland,1,3,0,1,0,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R,Water,439,575,164,70,0,165,1106,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R,Forest,299,0,49,79,309,78,1036,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R,Cropland,0,393,161,175,112,21,773,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R,Wetland,149,147,4,2,126,0,534,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R,Shrubland,7,9,0,3,0,0,34,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R,Built-up,102,148,91,0,31,0,240,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R,Bareland,10,21,0,12,6,0,65,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,Non_Wetland,0,0,0,0,0,8,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,Grassland,0,72,13,32,118,264,0,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,Cropland,0,170,164,186,195,280,532,26,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,Forest,0,0,55,66,347,732,399,53,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,Water,0,240,16,62,0,575,252,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,Shrubland,0,2,0,0,0,8,12,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,Bareland,0,3,0,20,61,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,Built-up,0,24,80,0,50,12,83,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,Wetland,0,41,0,0,126,0,36,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,Grassland,0,0,0,0,45,99,0,0,463,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,Cropland,0,0,0,0,39,52,0,0,469,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,Wetland,0,0,0,0,19,0,0,0,630,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,Water,0,0,0,0,0,387,0,0,815,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,Shrubland,0,0,0,0,0,0,0,0,11,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,Forest,0,0,0,0,119,196,0,0,1217,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,Built-up,0,0,0,0,8,4,0,0,20,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,Bareland,0,0,0,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,Forest,146,0,77,43,302,500,289,107,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,Grassland,86,96,29,27,151,175,0,18,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,Non_Wetland,0,0,1,0,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,Shrubland,3,3,1,1,4,3,8,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,Cropland,0,150,166,165,161,183,367,32,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,Built-up,44,26,107,0,10,9,94,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,Wetland,8,127,8,1,167,0,90,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,Water,115,412,170,56,0,460,174,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,Bareland,11,2,0,14,1,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,Grassland,0,0,0,0,56,0,0,0,0,197,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,Shrubland,0,0,0,0,1,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,Water,0,0,0,0,0,0,0,0,0,1051,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,Wetland,0,0,0,0,112,0,0,0,0,203,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,Cropland,0,0,0,0,89,0,0,0,0,181,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,Bareland,0,0,0,0,7,0,0,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,Built-up,0,0,0,0,9,0,0,0,0,38,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,Forest,0,0,0,0,230,0,0,0,0,377,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEC_M_R,Grassland,504,221,20,114,45,99,0,386,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEC_M_R,Forest,743,0,111,146,119,196,144,532,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEC_M_R,Cropland,0,192,24,224,39,52,42,300,0,0,12,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEC_M_R,Wetland,186,136,32,5,19,0,23,119,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEC_M_R,Built-up,211,33,9,0,8,4,5,98,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEC_M_R,Water,771,497,238,158,0,387,33,366,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEC_M_R,Bareland,94,5,0,90,5,0,0,18,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,Grassland,675,192,0,123,104,44,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,Forest,834,0,1,262,411,128,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,Wetland,291,87,0,11,143,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,Bareland,85,0,0,56,8,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,Built-up,121,5,3,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,Shrubland,12,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,Water,920,175,19,127,0,121,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,Cropland,0,80,0,173,34,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,Forest,79,0,8,0,155,81,104,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,Cropland,0,367,80,0,156,36,234,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,Wetland,18,254,0,0,176,0,91,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,Water,45,592,9,0,0,218,134,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,Built-up,125,121,75,0,50,0,59,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,Grassland,80,193,9,0,101,35,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,Bareland,3,7,0,0,9,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,Shrubland,0,14,0,0,1,0,0,0,0,0,0,0
