Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,Built-up,40,0,82,0,1,28,84,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,Forest,0,0,175,92,92,648,643,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,Water,66,0,27,25,0,441,374,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,Wetland,3,0,2,1,45,0,43,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,Grassland,66,119,262,53,13,88,0,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,Forest,0,170,606,107,174,360,597,33,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,Non_Wetland,0,0,5,0,0,6,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,Wetland,3,5,28,1,61,0,59,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,Built-up,13,24,149,0,2,8,105,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,Water,32,5,392,9,0,321,250,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,Shrubland,4,8,25,8,0,8,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,Cropland,59,0,441,177,7,72,404,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,Bareland,2,16,0,16,0,4,28,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYH_M_R,Grassland,0,0,0,0,33,28,0,0,286,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYH_M_R,Wetland,0,0,0,0,20,0,0,0,111,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYH_M_R,Forest,0,0,0,0,129,92,0,0,839,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYH_M_R,Shrubland,0,0,0,0,0,0,0,0,24,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYH_M_R,Bareland,0,0,0,0,8,0,0,0,31,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYH_M_R,Water,0,0,0,0,0,147,0,0,389,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYH_M_R,Cropland,0,0,0,0,23,1,0,0,288,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYH_M_R,Built-up,0,0,0,0,11,0,0,0,35,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYH_M_R,Grassland,0,0,0,0,74,0,0,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYH_M_R,Wetland,0,0,0,0,74,0,0,0,0,58,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYH_M_R,Shrubland,0,0,0,0,2,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYH_M_R,Cropland,0,0,0,0,24,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYH_M_R,Bareland,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYH_M_R,Water,0,0,0,0,0,0,0,0,0,165,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYH_M_R,Forest,0,0,0,0,150,0,0,0,0,64,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYH_M_R,Built-up,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYH_M_R,Grassland,182,257,20,70,33,28,0,382,0,0,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYH_M_R,Wetland,31,2,2,0,20,0,1,43,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYH_M_R,Forest,0,351,67,103,129,92,175,550,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYH_M_R,Cropland,158,0,11,85,23,1,103,322,0,0,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYH_M_R,Bareland,37,97,0,30,8,0,13,115,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYH_M_R,Built-up,19,109,5,0,11,0,12,145,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYH_M_R,Water,203,198,69,19,0,147,30,296,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYH_M_R,Grassland,158,531,3,138,93,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYH_M_R,Forest,0,442,0,253,280,29,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYH_M_R,Wetland,60,56,0,10,84,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYH_M_R,Bareland,16,124,0,92,11,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYH_M_R,Built-up,3,69,0,0,8,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYH_M_R,Water,105,206,1,20,0,44,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYH_M_R,Shrubland,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYH_M_R,Cropland,105,0,20,120,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYH_M_R,Cropland,154,0,125,0,35,0,108,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYH_M_R,Forest,0,137,49,0,67,1,61,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYH_M_R,Wetland,218,1,1,0,65,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYH_M_R,Bareland,26,24,0,0,16,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYH_M_R,Water,336,6,5,0,0,25,16,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYH_M_R,Built-up,87,78,38,0,10,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYH_M_R,Grassland,213,121,85,0,73,4,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYH_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0,0
