Dataset,MajorityClass,Forest,Cropland,Bareland,Built-up,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R,Grassland,263,135,37,38,7,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R,Non_Wetland,5,4,0,1,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R,Shrubland,21,16,2,4,2,1,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R,Cropland,378,0,97,122,5,4,458,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R,Wetland,115,1,5,3,63,0,174,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R,Bareland,77,56,0,28,1,0,117,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R,Built-up,133,79,48,0,2,0,174,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R,Forest,0,199,46,115,72,38,586,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R,Water,503,25,90,10,0,48,546,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,Non_Wetland,1,0,0,0,1,9,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,Shrubland,9,0,7,6,2,15,19,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,Grassland,103,0,101,31,25,205,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,Cropland,238,0,144,117,7,221,466,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,Bareland,34,0,0,15,3,27,95,0,0,0,0,0
