Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVM_M_R,Built-up,0,0,3,0,0,1,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVM_M_R,Permanent_ice_and_snow,0,0,0,0,0,5,0,0,9,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVM_M_R,Shrubland,0,0,0,0,0,6,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVM_M_R,Grassland,0,0,0,0,0,37,0,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVM_M_R,Cropland,0,0,0,0,0,71,0,0,0,28,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVM_M_R,Wetland,0,0,0,0,0,87,0,0,0,32,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVM_M_R,Bareland,0,0,0,0,0,102,0,0,0,44,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVM_M_R,Built-up,0,0,0,0,0,27,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVM_M_R,Water,0,0,0,0,0,0,0,0,0,130,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVM_M_R,Forest,0,0,0,0,0,49,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVM_M_R,Permanent_ice_and_snow,0,0,0,0,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVM_M_R,Water,105,72,76,82,40,0,6,93,0,0,159,1
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVM_M_R,Cropland,68,0,21,59,33,5,0,57,0,0,85,9
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVM_M_R,Wetland,21,6,0,1,0,5,0,27,0,0,36,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVM_M_R,Bareland,66,58,26,0,50,22,8,51,0,0,97,7
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVM_M_R,Built-up,17,17,3,19,0,1,0,12,0,0,27,5
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVM_M_R,Forest,53,35,8,25,21,4,0,0,0,0,82,3
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVM_M_R,Grassland,0,22,6,15,8,3,0,35,0,0,40,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVM_M_R,Permanent_ice_and_snow,8,7,0,11,3,16,0,13,0,0,33,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVM_M_R,Water,0,74,52,77,73,0,10,10,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVM_M_R,Grassland,0,38,25,14,33,36,0,17,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVM_M_R,Wetland,0,25,0,1,31,48,0,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVM_M_R,Bareland,0,74,14,0,72,71,9,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVM_M_R,Built-up,0,6,0,3,0,3,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVM_M_R,Forest,0,43,20,26,37,49,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVM_M_R,Cropland,0,0,3,22,67,29,0,17,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVM_M_R,Permanent_ice_and_snow,0,0,3,18,8,11,0,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVM_M_R,Water,30,24,21,79,0,0,48,62,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVM_M_R,Cropland,22,0,5,35,0,19,0,18,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVM_M_R,Wetland,22,21,0,49,0,38,16,28,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVM_M_R,Bareland,6,16,0,0,0,24,22,10,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVM_M_R,Built-up,6,14,0,21,0,12,2,11,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVM_M_R,Forest,15,15,2,7,0,9,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVM_M_R,Grassland,0,10,6,13,0,11,7,12,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVM_M_R,Permanent_ice_and_snow,0,0,0,5,0,10,0,0,0,0,0,0
