Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_18LVM_M_R,Shrubland,3,3,3,3,3,2,1,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVM_M_R,Grassland,0,18,30,19,11,16,0,19,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVM_M_R,Cropland,95,0,33,53,41,38,0,69,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVM_M_R,Wetland,68,13,0,28,8,50,0,23,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVM_M_R,Lichens_and_Mosses,1,1,0,1,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVM_M_R,Bareland,101,50,23,0,48,57,21,46,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVM_M_R,Built-up,25,19,4,20,0,13,0,22,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVM_M_R,Water,174,47,96,110,51,0,30,87,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVM_M_R,Forest,75,37,41,29,35,19,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LVM_M_R,Permanent_ice_and_snow,29,0,6,24,3,8,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVM_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVM_M_R,Grassland,0,0,6,0,0,3,0,0,59,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVM_M_R,Cropland,0,0,21,0,0,5,0,0,40,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVM_M_R,Bareland,0,0,26,0,0,11,0,0,37,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVM_M_R,Forest,0,0,8,0,0,4,0,0,60,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVM_M_R,Wetland,0,0,0,0,0,5,0,0,91,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVM_M_R,Water,0,0,76,0,0,0,0,0,97,0,0,0
