Dataset,MajorityClass,Grassland,Forest,Cropland,Built-up,Water,Wetland,Bareland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R,Shrubland,53,34,9,6,4,7,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R,Grassland,0,230,128,35,53,52,38,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R,Non_Wetland,9,6,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R,Bareland,115,34,17,12,57,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R,Water,670,496,31,16,0,129,310,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R,Forest,910,0,156,121,240,53,217,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R,Wetland,295,234,10,5,186,0,79,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R,Built-up,233,159,79,0,19,0,82,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R,Cropland,781,511,0,145,142,38,202,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,Non_Wetland,1,1,0,0,2,7,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,Grassland,0,87,0,42,64,229,69,26,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,Cropland,446,180,0,185,115,339,272,29,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,Bareland,25,7,0,12,56,50,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,Forest,382,0,0,80,413,855,251,164,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,Wetland,18,37,0,0,147,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,Water,146,182,0,44,0,593,67,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,Shrubland,17,6,0,2,5,14,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,Built-up,66,20,0,0,23,49,103,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,Wetland,0,0,0,0,20,0,0,0,556,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,Grassland,0,0,0,0,18,25,0,0,491,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,Water,0,0,0,0,0,246,0,0,807,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,Forest,0,0,0,0,107,171,0,0,1562,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,Bareland,0,0,0,0,14,13,0,0,72,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,Shrubland,0,0,0,0,0,0,0,0,41,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,Cropland,0,0,0,0,40,11,0,0,585,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,Built-up,0,0,0,0,8,2,0,0,82,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,Non_Wetland,2,1,0,0,1,8,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,Bareland,31,4,0,2,0,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,Forest,413,0,80,56,141,991,338,75,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,Grassland,0,91,44,18,40,272,71,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,Water,72,145,3,47,0,871,204,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,Shrubland,24,9,1,1,0,20,10,0,0,0,0,0
