Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R,Shrubland,336,104,115,103,161,82,68,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R,Grassland,0,181,89,71,211,48,27,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R,Non_Wetland,9,3,0,0,7,4,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R,Bareland,332,87,0,80,104,46,11,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R,Built-up,366,179,155,0,218,31,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R,Water,957,114,427,17,704,0,140,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R,Forest,1132,403,330,203,0,354,83,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R,Cropland,932,0,366,330,572,168,105,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R,Wetland,110,9,2,5,40,92,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R,Non_Water,2,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,Non_Wetland,5,0,1,5,2,2,16,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,Shrubland,95,0,51,41,56,70,86,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,Grassland,0,0,54,68,132,106,114,203,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,Cropland,763,0,354,290,470,255,342,732,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,Wetland,15,0,21,3,1,121,0,30,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,Bareland,148,0,0,64,66,140,17,84,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,Built-up,156,0,161,0,122,59,39,228,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,Water,379,0,239,68,274,0,264,430,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,Forest,652,0,323,202,0,576,577,992,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,Non_Water,0,0,0,0,0,2,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,Wetland,0,0,0,0,0,26,0,0,350,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,Grassland,0,0,0,0,0,35,15,0,292,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,Water,0,0,0,0,0,0,235,0,521,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,Forest,0,0,0,0,0,189,121,0,1302,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,Shrubland,0,0,0,0,0,0,0,0,223,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,Cropland,0,0,0,0,0,51,7,0,688,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,Bareland,0,0,0,0,0,84,3,0,50,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,Built-up,0,0,0,0,0,30,6,0,137,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,Grassland,0,119,126,35,103,53,164,189,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,Non_Wetland,2,4,3,0,2,0,17,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,Wetland,17,10,113,0,4,10,0,49,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,Bareland,166,86,0,27,19,23,15,66,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,Forest,632,335,823,57,0,278,817,832,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,Water,174,121,910,14,279,0,550,504,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,Non_Water,0,0,1,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,Shrubland,93,55,98,20,35,31,85,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,Built-up,229,102,268,0,70,6,99,220,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,Cropland,707,0,548,247,247,70,333,562,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,Grassland,0,0,0,0,0,48,0,0,0,63,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,Water,0,0,0,0,0,0,0,0,0,777,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,Forest,0,0,0,0,0,166,0,0,0,311,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,Wetland,0,0,0,0,0,58,0,0,0,79,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,Shrubland,0,0,0,0,0,34,0,0,0,48,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,Bareland,0,0,0,0,0,80,0,0,0,56,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,Cropland,0,0,0,0,0,65,0,0,0,61,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,Built-up,0,0,0,0,0,7,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,Grassland,0,557,11,134,287,35,15,619,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,Wetland,0,21,1,4,86,26,0,134,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,Bareland,0,425,0,229,100,84,3,368,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,Water,0,724,94,105,422,0,235,835,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,Forest,21,1078,27,335,0,189,121,1282,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,Built-up,0,283,2,0,117,30,6,308,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,Cropland,7,0,8,330,455,51,7,847,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,Shrubland,0,42,1,21,28,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,Grassland,0,695,8,149,205,88,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,Wetland,0,184,0,14,33,46,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,Bareland,0,336,0,220,31,93,6,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,Water,0,686,22,119,144,0,58,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,Forest,0,1033,0,572,0,599,23,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,Shrubland,0,280,0,141,83,68,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,Built-up,0,141,2,0,13,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,Cropland,0,0,5,352,182,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLV_M_R,Wetland,43,10,14,0,163,51,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLV_M_R,Forest,188,207,114,0,0,142,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLV_M_R,Shrubland,94,122,58,0,271,77,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLV_M_R,Cropland,278,0,240,0,391,126,0,0,0,0,0,3
