Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_WorldCover_2021_20KRD_M_R,Shrubland,3,1,3,1,1,1,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRD_M_R,Grassland,0,7,14,0,1,4,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRD_M_R,Cropland,66,0,14,16,14,17,38,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRD_M_R,Wetland,17,0,0,2,0,9,15,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRD_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRD_M_R,Bareland,26,3,9,0,2,6,16,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRD_M_R,Built-up,10,1,0,5,0,0,8,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRD_M_R,Water,70,2,4,33,0,0,59,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20KRD_M_R,Forest,42,11,20,6,14,6,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRD_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRD_M_R,Grassland,0,0,3,0,0,2,0,14,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRD_M_R,Cropland,0,0,5,0,0,5,0,17,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRD_M_R,Forest,0,0,8,0,0,13,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRD_M_R,Water,0,0,21,0,0,0,0,2,0,0,0
