,0
Forest,22342
Grassland,18858
Wetland,18825
Water,18505
Shrubland,7820
Bareland,7789
Cropland,7720
Non_Wetland,4808
Built-up,3014
Non_Water,1348
Permanent_ice_and_snow,32
