Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R
21355,Forest,Water,Water,Water,Water,Wetland,Water,Forest
21356,Forest,Water,Water,Water,Water,Wetland,Forest,Water
21357,Forest,Water,Water,Water,Water,Bareland,NULL,Forest
21358,Forest,Water,Water,Water,Water,Bareland,Bareland,Grassland
21359,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
21360,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
21361,Forest,Water,Water,Water,Water,Bareland,Water,Bareland
21362,Forest,Water,Water,Water,Water,Bareland,Water,Water
21363,Forest,Water,Water,Water,Water,Bareland,Water,Forest
21364,Forest,Water,Water,Water,Water,Bareland,Forest,Water
21365,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
21366,Forest,Water,Water,Water,Water,Water,NULL,Water
21367,Forest,Water,Water,Water,Water,Water,NULL,Forest
21368,Forest,Water,Water,Water,Water,Water,Grassland,Water
21369,Forest,Water,Water,Water,Water,Water,Bareland,Water
21370,Forest,Water,Water,Water,Water,Water,Bareland,Forest
21371,Forest,Water,Water,Water,Water,Water,Built-up,Water
21372,Forest,Water,Water,Water,Water,Water,Built-up,Forest
21373,Forest,Water,Water,Water,Water,Water,Water,Grassland
21374,Forest,Water,Water,Water,Water,Water,Water,Wetland
21375,Forest,Water,Water,Water,Water,Water,Water,Bareland
21376,Forest,Water,Water,Water,Water,Water,Water,Built-up
21377,Forest,Water,Water,Water,Water,Water,Water,Water
21378,Forest,Water,Water,Water,Water,Water,Water,Forest
21379,Forest,Water,Water,Water,Water,Water,Forest,Water
21380,Forest,Water,Water,Water,Water,Water,Forest,Forest
21381,Forest,Water,Water,Water,Water,Forest,NULL,Water
21382,Forest,Water,Water,Water,Water,Forest,NULL,Forest
21383,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
21384,Forest,Water,Water,Water,Water,Forest,Bareland,Forest
21385,Forest,Water,Water,Water,Water,Forest,Built-up,Water
21386,Forest,Water,Water,Water,Water,Forest,Built-up,Forest
21387,Forest,Water,Water,Water,Water,Forest,Water,Grassland
21388,Forest,Water,Water,Water,Water,Forest,Water,Wetland
21389,Forest,Water,Water,Water,Water,Forest,Water,Bareland
21390,Forest,Water,Water,Water,Water,Forest,Water,Water
21391,Forest,Water,Water,Water,Water,Forest,Water,Forest
21392,Forest,Water,Water,Water,Water,Forest,Forest,Wetland
21393,Forest,Water,Water,Water,Water,Forest,Forest,Water
21394,Forest,Water,Water,Water,Water,Forest,Forest,Forest
21395,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
21396,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
21397,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
21398,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
21399,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
21400,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
21401,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
21402,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
21403,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
21404,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
21405,Forest,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Water
21406,Forest,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
21407,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
21408,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
21409,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
21410,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
21411,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
21412,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
21413,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
21414,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
21415,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
21416,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
21417,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
21418,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
21419,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
21420,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
21421,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
21422,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
21423,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
21424,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
21425,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
21426,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Built-up
21427,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
21428,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
21429,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
21430,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
21431,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
21432,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
21433,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
21434,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
21435,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
21436,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
21437,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
21438,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
21439,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
21440,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
21441,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
21442,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
21443,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
21444,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
21445,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
21446,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
21447,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
21448,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
21449,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
21450,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
21451,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
21452,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
21453,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
21454,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
21455,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
21456,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
21457,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
21458,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
21459,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
21460,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
21461,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
21462,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
21463,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
21464,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
21465,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
21466,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
21467,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
21468,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
21469,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
21470,Forest,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
21471,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
21472,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
21473,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
21474,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Water,Forest
21475,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
21476,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
21477,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Built-up
21478,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
21479,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
21480,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
21481,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
21482,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
21483,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
21484,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
21485,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
21486,Forest,Water,Forest,NULL,Non_Wetland,Water,Built-up,Forest
21487,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
21488,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
21489,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
21490,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
21491,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
21492,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
21493,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
21494,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
21495,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
21496,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
21497,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
21498,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
21499,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
21500,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
21501,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
21502,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
21503,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
21504,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Bareland
21505,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
21506,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
21507,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
21508,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
21509,Forest,Water,Forest,NULL,Non_Wetland,Forest,Built-up,Water
21510,Forest,Water,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
21511,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
21512,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
21513,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Bareland
21514,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
21515,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
21516,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
21517,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
21518,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
21519,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
21520,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
21521,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
21522,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
21523,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
21524,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
21525,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
21526,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
21527,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
21528,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
21529,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
21530,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
21531,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
21532,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
21533,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
21534,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
21535,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
21536,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
21537,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
21538,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
21539,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
21540,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
21541,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
21542,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
21543,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
21544,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
21545,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
21546,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
21547,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
21548,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
21549,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
21550,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Built-up,Forest
21551,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
21552,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
21553,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
21554,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
21555,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
21556,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
21557,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
21558,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
21559,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
21560,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
21561,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
21562,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
21563,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
21564,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
21565,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
21566,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
21567,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
21568,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
21569,Forest,Water,Forest,Water,Non_Wetland,NULL,Built-up,Forest
21570,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
21571,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
21572,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
21573,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Grassland
21574,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
21575,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Bareland,Wetland
21576,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
21577,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
21578,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
21579,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
21580,Forest,Water,Forest,Water,Non_Wetland,Bareland,NULL,Bareland
21581,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
21582,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
21583,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
21584,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
21585,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
21586,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
21587,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
21588,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Wetland
21589,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
21590,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
21591,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
21592,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
21593,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
21594,Forest,Water,Forest,Water,Non_Wetland,Water,Built-up,Forest
21595,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
21596,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
21597,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
21598,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
21599,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
21600,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
21601,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
21602,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Water
21603,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
21604,Forest,Water,Forest,Water,Non_Wetland,Forest,Built-up,Forest
21605,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
21606,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
21607,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
21608,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
21609,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
21610,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
21611,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
21612,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
21613,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
21614,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
21615,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
21616,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
21617,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
21618,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
21619,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
21620,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
21621,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
21622,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
21623,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
21624,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
21625,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
21626,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
21627,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
21628,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
21629,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
21630,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
21631,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
21632,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
21633,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
21634,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
21635,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
21636,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
21637,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
21638,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
21639,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
21640,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
21641,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
21642,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
21643,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
21644,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
21645,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
21646,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
21647,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
21648,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
21649,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
21650,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
21651,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21652,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
21653,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
21654,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21655,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
21656,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21657,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
21658,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
21659,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
21660,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
21661,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
21662,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
21663,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
21664,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
21665,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
21666,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
21667,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
21668,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
21669,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
21670,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
21671,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
21672,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
21673,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
21674,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
21675,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
21676,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
21677,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
21678,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21679,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
21680,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
21681,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
21682,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
21683,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
21684,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
21685,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
21686,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
21687,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
21688,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
21689,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
21690,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
21691,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
21692,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
21693,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
21694,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
21695,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
21696,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
21697,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
21698,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
21699,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
21700,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
21701,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
21702,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
21703,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
21704,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
21705,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
21706,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
21707,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
21708,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
21709,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
