Dataset,MajorityClass,Cropland,Bareland,Built-up,Water,Forest,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUE_M_R,Bareland,250,0,170,87,49,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUE_M_R,Forest,1100,12,414,592,0,232,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUE_M_R,Built-up,121,15,0,8,15,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUE_M_R,Water,743,19,232,0,248,207,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUE_M_R,Cropland,0,1,113,45,64,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUE_M_R,Permanent_ice_and_snow,3,0,7,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,Wetland,34,22,0,279,605,0,245,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,Built-up,160,127,0,57,212,3,93,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,Water,24,118,0,0,941,157,284,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,Forest,228,164,0,278,0,114,248,0,0,0,0,28
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,Cropland,0,133,0,82,213,36,140,0,0,0,0,21
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,Bareland,17,0,0,33,37,6,6,0,0,0,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,Grassland,215,195,0,204,452,144,0,0,0,0,0,34
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,Shrubland,0,0,0,0,2,1,0,0,0,0,0,0
