Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LVH_M_R,Shrubland,121,63,5,18,9,9,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVH_M_R,Non_Wetland,10,4,1,7,2,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVH_M_R,Grassland,0,522,112,237,104,154,68,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVH_M_R,Bareland,486,132,9,49,0,43,129,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVH_M_R,Built-up,408,224,3,65,171,0,27,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVH_M_R,Water,1066,908,36,539,354,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVH_M_R,Forest,1367,0,148,548,152,185,323,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVH_M_R,Wetland,776,354,12,0,87,31,218,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVH_M_R,Non_Water,0,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVH_M_R,Cropland,384,257,0,56,65,118,4,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVH_M_R,Lichens_and_Mosses,4,0,0,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LVH_M_R,Permanent_ice_and_snow,42,19,0,0,8,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVH_M_R,Non_Wetland,2,4,0,12,5,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVH_M_R,Shrubland,32,11,0,15,18,8,12,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVH_M_R,Grassland,0,283,0,388,158,78,249,148,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVH_M_R,Wetland,92,152,0,0,157,23,522,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVH_M_R,Bareland,114,38,0,64,0,64,235,0,0,0,0,0
