Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R,Grassland,341,45,57,90,90,30,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R,Shrubland,33,0,1,1,8,1,43,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R,Non_Wetland,2,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R,Cropland,93,0,2,33,41,0,188,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R,Bareland,88,7,2,0,43,18,206,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R,Built-up,176,13,0,51,0,3,217,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R,Water,613,3,131,212,13,0,606,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R,Wetland,127,3,0,21,2,56,169,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R,Forest,0,6,25,36,52,112,404,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,Grassland,26,49,27,387,95,167,0,78,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,Non_Wetland,0,0,1,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,Forest,0,52,18,403,36,300,696,40,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,Water,94,7,1,424,101,0,458,45,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,Shrubland,0,8,0,27,4,9,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,Built-up,12,8,0,187,0,20,145,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,Wetland,12,6,0,105,3,151,190,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,Cropland,0,0,1,158,42,14,148,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,Bareland,0,12,0,0,10,3,41,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,Shrubland,2,0,8,10,3,3,19,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,Grassland,67,0,145,132,83,152,0,92,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,Non_Wetland,0,0,1,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,Cropland,21,0,22,52,45,17,195,28,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,Bareland,9,0,33,0,23,73,165,24,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,Built-up,21,0,15,79,0,20,121,44,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,Water,131,0,257,47,87,0,685,58,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,Forest,0,0,298,163,94,249,644,180,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,Wetland,8,0,0,17,3,72,156,12,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPP_M_R,Grassland,0,0,107,0,0,48,0,0,276,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPP_M_R,Bareland,0,0,29,0,0,6,0,0,30,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPP_M_R,Shrubland,0,0,0,0,0,0,0,0,10,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPP_M_R,Water,0,0,399,0,0,0,0,0,197,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPP_M_R,Wetland,0,0,0,0,0,6,0,0,66,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPP_M_R,Cropland,0,0,1,0,0,2,0,0,28,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPP_M_R,Forest,0,0,249,0,0,98,0,0,317,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPP_M_R,Built-up,0,0,28,0,0,12,0,0,15,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPP_M_R,Grassland,0,0,0,0,0,127,0,0,0,135,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPP_M_R,Shrubland,0,0,0,0,0,1,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPP_M_R,Bareland,0,0,0,0,0,62,0,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPP_M_R,Cropland,0,0,0,0,0,8,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPP_M_R,Wetland,0,0,0,0,0,60,0,0,0,78,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPP_M_R,Built-up,0,0,0,0,0,10,0,0,0,16,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPP_M_R,Water,0,0,0,0,0,0,0,0,0,419,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPP_M_R,Forest,0,0,0,0,0,158,0,0,0,189,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPP_M_R,Grassland,180,335,107,71,157,48,0,288,0,0,14,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPP_M_R,Built-up,35,109,28,8,0,12,78,82,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPP_M_R,Forest,0,211,249,102,132,98,206,266,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPP_M_R,Bareland,28,99,29,0,97,6,87,81,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPP_M_R,Water,206,174,399,112,73,0,216,295,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPP_M_R,Wetland,6,20,0,3,2,6,12,11,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPP_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPP_M_R,Cropland,21,0,1,1,26,2,33,39,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPP_M_R,Grassland,135,430,23,5,189,229,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPP_M_R,Bareland,20,89,0,0,50,56,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPP_M_R,Built-up,5,56,0,4,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPP_M_R,Forest,0,120,40,5,233,334,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPP_M_R,Wetland,45,51,0,2,32,99,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPP_M_R,Shrubland,0,5,0,0,7,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPP_M_R,Water,73,91,38,21,60,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPP_M_R,Cropland,5,0,3,0,23,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPP_M_R,Bareland,20,6,4,0,0,22,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPP_M_R,Forest,0,34,7,29,0,28,19,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPP_M_R,Built-up,113,49,0,47,0,25,25,0,0,0,0,0
