Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R,Shrubland,2,1,2,1,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R,Grassland,0,8,7,5,2,18,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R,Cropland,31,0,5,7,12,29,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R,Wetland,51,3,0,2,0,48,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R,Lichens_and_Mosses,1,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R,Bareland,21,4,2,0,2,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R,Built-up,10,5,0,6,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R,Water,37,3,22,5,1,43,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R,Forest,51,20,23,18,15,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R,Permanent_ice_and_snow,4,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPJ_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPJ_M_R,Grassland,0,0,4,0,0,0,3,28,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPJ_M_R,Cropland,0,0,2,0,0,0,3,5,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPJ_M_R,Forest,0,0,24,0,0,0,14,56,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPJ_M_R,Wetland,0,0,0,0,0,0,2,34,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPJ_M_R,Water,0,0,24,0,0,0,0,12,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPJ_M_R,Bareland,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPJ_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPJ_M_R,Wetland,0,0,0,0,0,0,20,0,19,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPJ_M_R,Grassland,0,0,0,0,0,0,1,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPJ_M_R,Forest,0,0,0,0,0,0,18,0,12,0,0,0
