Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Forest,Built-up,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19LHE_M_R,Shrubland,3,1,3,2,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LHE_M_R,Grassland,0,17,23,16,34,5,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LHE_M_R,Cropland,64,0,8,12,30,6,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LHE_M_R,Wetland,174,37,0,44,103,7,85,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LHE_M_R,Lichens_and_Mosses,3,1,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LHE_M_R,Bareland,36,8,8,0,19,3,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LHE_M_R,Built-up,22,3,0,11,10,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LHE_M_R,Water,150,21,66,58,102,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LHE_M_R,Forest,117,38,53,30,0,18,48,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19LHE_M_R,Permanent_ice_and_snow,36,10,9,7,13,1,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHE_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHE_M_R,Grassland,0,0,12,0,0,0,6,94,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHE_M_R,Cropland,0,0,12,0,0,0,0,21,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHE_M_R,Bareland,0,0,8,0,0,0,2,13,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHE_M_R,Forest,0,0,42,0,0,0,20,144,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHE_M_R,Wetland,0,0,0,0,0,0,18,250,0,0,0,0
