Dataset,MajorityClass,Grassland,Forest,Wetland,Bareland,Built-up,Cropland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUF_M_R,Permanent_ice_and_snow,2,1,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUF_M_R,Wetland,0,0,0,0,0,0,15,0,729,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUF_M_R,Grassland,0,0,74,0,0,0,36,0,665,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUF_M_R,Forest,0,0,182,0,0,0,85,0,1225,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUF_M_R,Water,0,0,374,0,0,0,0,0,883,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUF_M_R,Shrubland,0,0,0,0,0,0,0,0,22,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUF_M_R,Cropland,0,0,4,0,0,0,3,0,365,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUF_M_R,Bareland,0,0,15,0,0,0,1,0,20,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUF_M_R,Built-up,0,0,30,0,0,0,3,0,85,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUF_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,Grassland,0,244,146,162,81,57,76,22,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,Non_Wetland,2,3,2,2,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,Forest,586,0,361,231,86,53,274,61,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,Non_Water,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,Water,180,194,349,246,40,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,Shrubland,18,14,6,16,3,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,Cropland,381,223,37,202,110,0,24,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,Built-up,137,31,6,140,0,1,16,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,Wetland,84,56,0,52,1,0,84,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,Bareland,35,19,1,0,15,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUF_M_R,Permanent_ice_and_snow,1,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUF_M_R,Grassland,0,0,0,0,0,0,241,0,0,118,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUF_M_R,Water,0,0,0,0,0,0,0,0,0,650,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUF_M_R,Shrubland,0,0,0,0,0,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUF_M_R,Cropland,0,0,0,0,0,0,84,0,0,28,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUF_M_R,Wetland,0,0,0,0,0,0,166,0,0,168,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUF_M_R,Bareland,0,0,0,0,0,0,19,0,0,28,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUF_M_R,Built-up,0,0,0,0,0,0,27,0,0,36,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUF_M_R,Forest,0,0,0,0,0,0,381,0,0,246,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUF_M_R,Grassland,0,346,74,43,158,574,36,619,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUF_M_R,Wetland,11,153,0,10,21,84,15,274,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUF_M_R,Bareland,9,35,15,0,106,182,1,92,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUF_M_R,Built-up,35,62,30,3,0,199,3,164,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUF_M_R,Forest,261,0,182,86,154,622,85,785,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUF_M_R,Water,70,448,374,127,190,444,0,751,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUF_M_R,Shrubland,0,1,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUF_M_R,Cropland,103,193,4,5,101,0,3,285,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUF_M_R,Permanent_ice_and_snow,0,0,0,0,0,6,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUF_M_R,Grassland,0,204,63,6,268,896,225,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUF_M_R,Wetland,0,87,0,0,34,379,204,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUF_M_R,Forest,0,0,82,3,348,808,494,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUF_M_R,Bareland,0,4,6,0,115,142,38,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUF_M_R,Built-up,0,10,10,3,0,84,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUF_M_R,Water,0,127,85,15,147,514,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUF_M_R,Shrubland,0,3,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUF_M_R,Cropland,0,36,6,1,83,0,21,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUF_M_R,Permanent_ice_and_snow,0,0,1,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUF_M_R,Wetland,105,400,0,5,0,20,206,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUF_M_R,Water,142,649,119,42,0,8,0,0,0,0,0,55
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUF_M_R,Forest,197,0,53,98,0,140,138,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUF_M_R,Shrubland,5,16,0,0,0,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUF_M_R,Cropland,118,227,51,99,0,0,89,0,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUF_M_R,Bareland,8,19,8,0,0,8,15,0,0,0,0,19
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUF_M_R,Built-up,74,184,16,86,0,119,62,0,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUF_M_R,Grassland,0,365,119,120,0,127,170,0,0,0,0,29
