,0
Water,4296
Forest,2857
Wetland,2177
Grassland,1899
Cropland,1676
Bareland,1490
Built-up,842
Non_Wetland,654
Non_Water,526
Shrubland,388
Lichens_and_Mosses,129
Permanent_ice_and_snow,30
