Dataset,MajorityClass,Grassland,Bareland,Forest,Cropland,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R,Shrubland,92,14,83,9,3,18,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R,Grassland,0,58,388,84,19,72,72,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R,Non_Wetland,6,0,6,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R,Bareland,149,0,103,9,0,36,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R,Built-up,219,74,199,25,0,0,17,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R,Water,585,178,733,33,64,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R,Forest,745,86,0,89,55,75,157,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R,Wetland,166,6,195,24,0,1,50,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R,Non_Water,1,0,4,1,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R,Cropland,257,54,226,0,1,62,24,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R,Permanent_ice_and_snow,0,1,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,Non_Wetland,1,0,1,0,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,Shrubland,45,10,14,0,8,7,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,Grassland,0,73,97,0,142,52,112,65,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,Bareland,109,0,11,0,0,36,63,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,Built-up,136,87,25,0,23,0,34,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,Water,489,24,112,0,164,36,0,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,Forest,680,134,0,0,336,73,324,254,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,Non_Water,2,0,0,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,Cropland,254,84,55,0,31,46,44,24,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,Wetland,88,3,5,0,0,0,140,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,Permanent_ice_and_snow,3,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,Grassland,0,132,135,26,56,54,96,43,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,Forest,548,234,0,26,149,59,364,155,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,Non_Wetland,1,1,1,0,5,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,Bareland,51,0,10,0,0,22,8,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,Built-up,116,91,15,1,0,0,23,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,Water,129,100,112,1,30,21,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,Non_Water,1,1,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,Shrubland,37,30,16,0,8,5,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,Cropland,211,87,101,0,3,64,22,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,Wetland,62,27,26,0,0,0,98,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,Grassland,0,0,0,0,60,0,17,0,275,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,Wetland,0,0,0,0,0,0,2,0,275,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,Forest,0,0,0,0,173,0,69,0,623,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,Shrubland,0,0,0,0,0,0,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,Water,0,0,0,0,267,0,0,0,318,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,Cropland,0,0,0,0,10,0,0,0,37,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,Bareland,0,0,0,0,22,0,1,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,Built-up,0,0,0,0,8,0,0,0,25,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,Water,0,0,0,0,0,0,0,0,0,516,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,Grassland,0,0,0,0,0,0,170,0,0,93,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,Forest,0,0,0,0,0,0,288,0,0,214,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,Shrubland,0,0,0,0,0,0,12,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,Cropland,0,0,0,0,0,0,15,0,0,29,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,Bareland,0,0,0,0,0,0,24,0,0,26,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,Wetland,0,0,0,0,0,0,50,0,0,94,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,Built-up,0,0,0,0,0,0,7,0,0,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,Grassland,0,53,242,468,60,96,17,372,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,Bareland,6,0,26,188,22,85,1,92,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,Built-up,25,0,39,170,8,0,0,136,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,Water,53,166,261,441,267,95,0,455,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,Forest,180,52,0,574,173,112,69,648,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,Wetland,7,2,55,55,0,1,2,87,0,0,0,0
