Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Water,Wetland,Built-up,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R,Shrubland,321,74,45,93,46,112,30,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R,Grassland,0,139,51,140,12,57,23,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R,Non_Wetland,13,3,0,4,2,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R,Bareland,216,68,0,53,5,22,40,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R,Forest,787,201,80,0,180,146,42,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R,Cropland,629,0,168,275,24,30,114,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R,Wetland,161,4,8,26,50,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R,Built-up,153,55,52,88,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R,Water,493,24,102,224,0,329,7,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R,Non_Water,4,1,1,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R,Permanent_ice_and_snow,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,Non_Wetland,0,0,0,3,14,18,0,6,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,Shrubland,78,0,28,26,73,89,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,Grassland,0,0,39,101,141,123,11,263,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,Cropland,515,0,187,223,97,134,102,472,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,Wetland,9,0,1,13,307,0,0,103,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,Bareland,121,0,0,34,73,19,4,65,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,Water,104,0,16,108,0,197,0,360,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,Forest,410,0,163,0,357,435,56,855,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,Non_Water,1,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,Built-up,81,0,101,9,9,6,0,70,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,Permanent_ice_and_snow,0,0,1,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZD_M_R,Wetland,0,0,0,0,14,0,0,0,454,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZD_M_R,Shrubland,0,0,0,0,0,0,0,0,258,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZD_M_R,Grassland,0,0,0,0,23,35,0,0,251,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZD_M_R,Forest,0,0,0,0,108,111,0,0,903,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZD_M_R,Water,0,0,0,0,0,159,0,0,428,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZD_M_R,Cropland,0,0,0,0,13,6,0,0,237,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZD_M_R,Bareland,0,0,0,0,22,1,0,0,53,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZD_M_R,Built-up,0,0,0,0,13,0,0,0,16,0,0
