Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Water,Wetland,Built-up,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,Grassland,0,109,211,37,49,73,1,231,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,Non_Wetland,5,2,9,1,1,12,0,8,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,Wetland,22,13,207,8,64,0,0,100,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,Forest,388,150,622,0,193,467,17,703,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,Non_Water,2,0,2,0,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,Water,63,8,496,116,0,242,0,321,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,Shrubland,90,25,114,7,24,59,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,Bareland,73,34,0,0,11,12,1,38,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,Cropland,464,0,406,78,35,71,48,270,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,Built-up,115,16,143,8,1,10,0,61,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZD_M_R,Grassland,0,0,0,0,49,0,0,0,0,62,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZD_M_R,Water,0,0,0,0,0,0,0,0,0,320,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZD_M_R,Shrubland,0,0,0,0,47,0,0,0,0,36,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZD_M_R,Wetland,0,0,0,0,134,0,0,0,0,105,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZD_M_R,Bareland,0,0,0,0,20,0,0,0,0,21,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZD_M_R,Cropland,0,0,0,0,17,0,0,0,0,42,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZD_M_R,Forest,0,0,0,0,165,0,0,0,0,132,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZD_M_R,Grassland,0,368,11,232,23,35,82,532,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZD_M_R,Wetland,1,19,13,139,14,0,0,166,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZD_M_R,Bareland,5,219,0,46,22,1,76,241,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZD_M_R,Forest,132,544,75,0,108,111,105,707,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZD_M_R,Water,6,185,65,328,0,159,24,413,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZD_M_R,Cropland,70,0,8,202,13,6,140,477,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZD_M_R,Built-up,6,134,1,14,13,0,0,95,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZD_M_R,Shrubland,8,37,2,34,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZD_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZD_M_R,Grassland,0,586,1,217,37,0,115,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZD_M_R,Wetland,0,106,0,45,61,0,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZD_M_R,Forest,0,488,0,0,324,49,242,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZD_M_R,Shrubland,0,191,1,111,49,2,63,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZD_M_R,Water,0,174,1,111,0,67,22,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZD_M_R,Bareland,0,188,0,29,13,0,145,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZD_M_R,Built-up,0,34,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZD_M_R,Cropland,0,0,1,157,12,0,145,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZD_M_R,Forest,94,119,74,0,41,9,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZD_M_R,Shrubland,86,67,66,223,44,23,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZD_M_R,Wetland,71,3,15,150,36,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZD_M_R,Cropland,178,0,192,239,22,7,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZD_M_R,Water,68,10,22,468,0,92,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZD_M_R,Bareland,8,31,0,46,8,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZD_M_R,Built-up,2,50,36,73,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZD_M_R,Grassland,0,111,107,181,24,11,0,0,0,0,1
