Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19NGE_M_R,Shrubland,3,3,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NGE_M_R,Grassland,0,12,4,1,3,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NGE_M_R,Cropland,14,4,7,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NGE_M_R,Wetland,76,0,21,0,28,46,6,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NGE_M_R,Bareland,57,9,0,0,18,32,4,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NGE_M_R,Built-up,10,4,9,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NGE_M_R,Water,105,49,61,0,0,69,5,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NGE_M_R,Forest,68,31,28,0,23,0,4,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NGE_M_R,Permanent_ice_and_snow,14,2,10,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGE_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGE_M_R,Grassland,0,5,0,0,2,0,0,34,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGE_M_R,Bareland,0,12,0,0,16,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGE_M_R,Built-up,0,0,0,0,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGE_M_R,Forest,0,26,0,0,14,0,0,69,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGE_M_R,Wetland,0,0,0,0,13,0,0,70,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGE_M_R,Water,0,36,0,0,0,0,0,36,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGE_M_R,Cropland,0,0,0,0,0,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGE_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGE_M_R,Shrubland,0,0,0,0,4,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGE_M_R,Grassland,0,0,0,0,30,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGE_M_R,Wetland,0,0,0,0,60,0,0,0,24,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGE_M_R,Bareland,0,0,0,0,42,0,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGE_M_R,Built-up,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGE_M_R,Water,0,0,0,0,0,0,0,0,76,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGE_M_R,Forest,0,0,0,0,56,0,0,0,17,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGE_M_R,Cropland,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGE_M_R,Permanent_ice_and_snow,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGE_M_R,Water,51,36,5,2,0,45,0,0,0,64,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGE_M_R,Cropland,6,0,2,2,0,3,0,0,0,14,0
