Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_17MPQ_M_R,Shrubland,3,2,2,3,1,2,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPQ_M_R,Grassland,0,10,3,13,10,2,18,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPQ_M_R,Cropland,66,0,4,41,25,20,68,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPQ_M_R,Wetland,9,0,0,9,0,4,15,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPQ_M_R,Bareland,72,30,1,0,24,31,59,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPQ_M_R,Built-up,16,7,0,9,0,4,18,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPQ_M_R,Water,98,25,5,82,10,0,94,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPQ_M_R,Forest,79,33,16,43,25,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_17MPQ_M_R,Permanent_ice_and_snow,7,2,0,4,3,1,4,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPQ_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPQ_M_R,Grassland,0,0,1,0,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPQ_M_R,Forest,0,0,5,0,0,7,0,22,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPQ_M_R,Water,0,0,22,0,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPQ_M_R,Cropland,0,0,1,0,0,2,0,8,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPQ_M_R,Wetland,0,0,0,0,0,0,0,26,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPQ_M_R,Bareland,0,0,7,0,0,7,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPQ_M_R,Shrubland,0,0,0,0,0,3,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPQ_M_R,Cropland,0,0,0,0,0,34,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPQ_M_R,Bareland,0,0,0,0,0,61,0,0,33,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPQ_M_R,Forest,0,0,0,0,0,48,0,0,27,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPQ_M_R,Built-up,0,0,0,0,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPQ_M_R,Wetland,0,0,0,0,0,4,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPQ_M_R,Water,0,0,0,0,0,0,0,0,72,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPQ_M_R,Grassland,0,0,0,0,0,2,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPQ_M_R,Water,40,74,22,57,8,0,55,0,0,93,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPQ_M_R,Cropland,35,0,1,48,18,2,43,0,0,64,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPQ_M_R,Bareland,40,64,7,0,19,7,39,0,0,73,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPQ_M_R,Built-up,9,14,0,15,0,0,9,0,0,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPQ_M_R,Forest,40,62,5,55,21,7,0,0,0,85,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPQ_M_R,Grassland,0,14,1,5,6,0,15,0,0,28,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPQ_M_R,Wetland,3,5,0,3,2,0,2,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPQ_M_R,Permanent_ice_and_snow,4,3,0,1,1,0,4,0,0,10,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPQ_M_R,Grassland,0,17,1,5,21,11,23,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPQ_M_R,Bareland,0,36,0,0,41,57,23,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPQ_M_R,Built-up,0,3,0,1,0,1,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPQ_M_R,Forest,0,56,2,21,42,49,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPQ_M_R,Cropland,0,0,0,13,34,31,26,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPQ_M_R,Wetland,0,2,0,0,8,9,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPQ_M_R,Water,0,31,0,45,49,0,21,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPQ_M_R,Cropland,8,0,4,22,0,17,26,0,0,0,0
