Dataset,MajorityClass,Cropland,Bareland,Built-up,Forest,Wetland,Water,Grassland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R,Grassland,76,33,61,206,282,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R,Non_Wetland,1,2,0,5,21,0,11,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R,Bareland,21,0,58,94,199,152,500,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R,Built-up,66,209,0,304,423,109,663,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R,Water,33,322,126,479,1072,0,737,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R,Forest,84,72,152,0,648,105,745,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R,Cropland,0,55,75,203,347,10,439,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R,Wetland,11,41,34,189,0,174,642,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R,Non_Water,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R,Shrubland,7,7,5,19,29,3,37,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R,Permanent_ice_and_snow,0,5,1,5,10,2,34,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,Non_Wetland,0,4,4,0,9,5,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,Grassland,0,101,117,56,122,83,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,Cropland,0,128,119,35,85,58,349,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,Wetland,0,306,212,6,0,810,115,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,Bareland,0,0,206,9,42,258,48,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,Built-up,0,248,0,49,112,222,127,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,Water,0,321,334,76,342,0,165,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,Forest,0,288,274,0,329,314,366,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,Non_Water,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,Shrubland,0,14,17,4,11,9,16,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,Permanent_ice_and_snow,0,14,0,0,1,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,Wetland,0,0,0,0,0,57,0,2101,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,Grassland,0,0,0,0,34,6,0,617,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,Bareland,0,0,0,0,126,30,0,372,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,Built-up,0,0,0,0,122,24,0,697,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,Water,0,0,0,0,477,0,0,1199,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,Shrubland,0,0,0,0,0,0,0,51,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,Forest,0,0,0,0,127,47,0,1334,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,Cropland,0,0,0,0,3,0,0,484,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,Non_Wetland,2,9,3,0,10,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,Wetland,16,445,182,92,0,265,129,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,Forest,56,307,247,0,445,125,368,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,Grassland,57,123,96,50,136,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,Built-up,0,419,0,15,147,30,172,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,Non_Water,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,Water,5,695,314,121,447,0,45,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,Shrubland,1,31,7,1,11,3,11,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,Cropland,0,168,136,43,90,5,281,0,0,0,0,0
