Dataset,MajorityClass,Cropland,Bareland,Built-up,Forest,Wetland,Water,Grassland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,Bareland,0,0,51,2,5,26,47,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,Permanent_ice_and_snow,0,26,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,Grassland,0,0,0,0,0,127,0,0,21,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,Wetland,0,0,0,0,0,445,0,0,350,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,Bareland,0,0,0,0,0,266,0,0,121,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,Shrubland,0,0,0,0,0,14,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,Cropland,0,0,0,0,0,47,0,0,14,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,Water,0,0,0,0,0,0,0,0,609,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,Built-up,0,0,0,0,0,152,0,0,118,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,Forest,0,0,0,0,0,203,0,0,96,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQQ_M_R,Grassland,455,38,217,259,35,6,0,0,0,433,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQQ_M_R,Wetland,216,128,334,286,0,57,0,0,0,570,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQQ_M_R,Bareland,332,0,417,79,154,50,0,0,0,287,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQQ_M_R,Built-up,298,72,0,136,127,27,8,0,0,328,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQQ_M_R,Forest,431,80,370,0,139,51,28,0,0,561,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQQ_M_R,Cropland,0,9,125,126,3,0,1,0,0,203,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQQ_M_R,Water,326,387,592,278,534,0,1,0,0,482,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQQ_M_R,Permanent_ice_and_snow,17,5,16,0,0,0,0,0,0,12,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQQ_M_R,Grassland,470,10,260,103,92,47,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQQ_M_R,Wetland,594,19,444,179,0,278,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQQ_M_R,Forest,376,8,444,0,221,264,0,0,0,0,0,3
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQQ_M_R,Bareland,196,0,284,31,104,154,0,0,0,0,0,32
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQQ_M_R,Built-up,151,23,0,51,51,73,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQQ_M_R,Water,431,65,531,91,344,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQQ_M_R,Cropland,0,0,107,30,12,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQQ_M_R,Permanent_ice_and_snow,7,2,7,1,2,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQQ_M_R,Wetland,83,96,0,864,0,458,171,0,0,0,0,31
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQQ_M_R,Forest,65,30,0,0,14,59,74,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQQ_M_R,Cropland,0,33,0,147,10,37,63,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQQ_M_R,Bareland,34,0,0,118,48,94,12,0,0,0,0,189
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQQ_M_R,Built-up,158,115,0,468,78,244,145,0,0,0,0,47
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQQ_M_R,Water,5,118,0,487,231,0,30,0,0,0,0,83
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQQ_M_R,Grassland,78,60,0,197,52,63,0,0,0,0,0,3
