Dataset,MajorityClass,Grassland,Bareland,Water,Forest,Cropland,Built-up,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R,Shrubland,3,3,1,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R,Grassland,0,4,1,14,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R,Cropland,36,28,3,26,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R,Wetland,32,21,27,26,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R,Bareland,64,0,41,66,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R,Built-up,15,10,3,15,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R,Water,83,78,0,90,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R,Forest,75,64,27,0,7,9,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18LYN_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYN_M_R,Shrubland,0,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYN_M_R,Wetland,0,0,40,0,0,0,0,23,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYN_M_R,Bareland,0,0,88,0,0,0,0,46,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYN_M_R,Built-up,0,0,4,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYN_M_R,Water,0,0,0,0,0,0,0,95,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYN_M_R,Forest,0,0,85,0,0,0,0,45,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYN_M_R,Grassland,0,0,5,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYN_M_R,Cropland,0,0,15,0,0,0,0,9,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYN_M_R,Water,32,27,0,47,14,34,49,0,79,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYN_M_R,Cropland,11,5,0,12,0,11,0,0,29,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYN_M_R,Bareland,32,0,3,33,19,43,33,0,54,9,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYN_M_R,Built-up,8,3,1,6,2,0,1,0,8,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYN_M_R,Forest,38,26,10,0,16,34,33,0,54,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYN_M_R,Grassland,0,2,0,9,3,5,1,0,6,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYN_M_R,Wetland,0,1,0,1,0,0,0,0,2,0,0,0
