Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21NVF_M_R,Shrubland,3,3,2,2,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NVF_M_R,Grassland,0,7,2,4,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NVF_M_R,Cropland,13,3,1,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NVF_M_R,Wetland,51,0,8,1,26,31,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NVF_M_R,Built-up,14,4,6,0,4,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NVF_M_R,Water,61,47,28,0,0,61,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NVF_M_R,Forest,56,29,11,12,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NVF_M_R,Bareland,19,7,0,1,12,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NVF_M_R,Permanent_ice_and_snow,7,0,4,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVF_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVF_M_R,Forest,0,21,0,0,12,0,48,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVF_M_R,Wetland,0,0,0,0,14,0,33,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVF_M_R,Water,0,39,0,0,0,0,28,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVF_M_R,Grassland,0,6,0,0,1,0,11,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVF_M_R,Bareland,0,5,0,0,1,0,7,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVF_M_R,Built-up,0,0,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVF_M_R,Cropland,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVF_M_R,Shrubland,0,0,0,0,5,0,0,0,0,0,0
