Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWK_M_R
11406,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
11407,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11408,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11409,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11410,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11411,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11412,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
11413,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
11414,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
11415,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11416,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
11417,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11418,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11419,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11420,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11421,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
11422,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
11423,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
11424,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
11425,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11426,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11427,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
11428,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
11429,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
11430,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11431,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11432,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11433,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11434,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
11435,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11436,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11437,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11438,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11439,Forest,Wetland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
11440,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
11441,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
11442,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
11443,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
11444,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
11445,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
11446,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
11447,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
11448,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
11449,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Water
11450,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
11451,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
11452,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
11453,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
11454,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11455,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11456,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Water
11457,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
11458,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
11459,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
11460,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
11461,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
11462,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
11463,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
11464,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
11465,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
11466,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Water
11467,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
11468,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
11469,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
11470,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
11471,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
11472,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11473,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11474,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
11475,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11476,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Water
11477,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
11478,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
11479,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
11480,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
11481,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
11482,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
11483,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
11484,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
11485,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
11486,Forest,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Forest
11487,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
11488,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
11489,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
11490,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
11491,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
11492,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
11493,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
11494,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
11495,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
11496,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
11497,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
11498,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
11499,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
11500,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Water
11501,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
11502,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
11503,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
11504,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
11505,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
11506,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
11507,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
11508,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
11509,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
11510,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
11511,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
11512,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
11513,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Forest
11514,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
11515,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
11516,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
11517,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
11518,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
11519,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
11520,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
11521,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
11522,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
11523,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
11524,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
11525,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
11526,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
11527,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
11528,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
11529,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11530,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11531,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
11532,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11533,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
11534,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
11535,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
11536,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
11537,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11538,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Water
11539,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11540,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
11541,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
11542,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
11543,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
11544,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
11545,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
11546,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
11547,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
11548,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
11549,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
11550,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
11551,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
11552,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
11553,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
11554,Forest,Wetland,Wetland,Water,Wetland,NULL,Bareland,Water
11555,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Forest
11556,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
11557,Forest,Wetland,Wetland,Water,Wetland,Grassland,Bareland,Grassland
11558,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
11559,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
11560,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
11561,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
11562,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
11563,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
11564,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
11565,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
11566,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Water
11567,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
11568,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
11569,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
11570,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
11571,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
11572,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
11573,Forest,Wetland,Wetland,Water,Wetland,Water,Bareland,Grassland
11574,Forest,Wetland,Wetland,Water,Wetland,Water,Bareland,Forest
11575,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
11576,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
11577,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
11578,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
11579,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
11580,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11581,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11582,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11583,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
11584,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11585,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
11586,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11587,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
11588,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11589,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
11590,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
11591,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
11592,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11593,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
11594,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
11595,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11596,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
11597,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
11598,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
11599,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
11600,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
11601,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
11602,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
11603,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
11604,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
11605,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
11606,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
11607,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
11608,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
11609,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
11610,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
11611,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
11612,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
11613,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
11614,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
11615,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
11616,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
11617,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
11618,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Water
11619,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
11620,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
11621,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
11622,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
11623,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11624,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
11625,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11626,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11627,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11628,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11629,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
11630,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
11631,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
11632,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
11633,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
11634,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
11635,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
11636,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
11637,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
11638,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,Grassland,Forest
11639,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
11640,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
11641,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
11642,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
11643,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
11644,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
11645,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Water
11646,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
11647,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Water
11648,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Forest
11649,Forest,Wetland,Water,NULL,Water,Shrubland,Forest,Water
11650,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Water
11651,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
11652,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
11653,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
11654,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
11655,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
11656,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
11657,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
11658,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
11659,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
11660,Forest,Wetland,Water,NULL,Water,Water,Water,Water
11661,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
11662,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
11663,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
11664,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
11665,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Water
11666,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
11667,Forest,Wetland,Water,Water,Water,Shrubland,Wetland,Grassland
11668,Forest,Wetland,Water,Water,Water,Shrubland,Water,Forest
11669,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Water
11670,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
11671,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
11672,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
11673,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
11674,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
11675,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
11676,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
11677,Forest,Wetland,Water,Water,Water,Wetland,Forest,Water
11678,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
11679,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Forest
11680,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
11681,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
11682,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
11683,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
11684,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
11685,Forest,Wetland,Water,Water,Water,Water,Bareland,Water
11686,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
11687,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
11688,Forest,Wetland,Water,Water,Water,Water,Water,Water
11689,Forest,Wetland,Water,Water,Water,Water,Water,Forest
11690,Forest,Wetland,Water,Water,Water,Water,Forest,Water
11691,Forest,Wetland,Water,Water,Water,Forest,Water,Water
11692,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
11693,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11694,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
11695,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
11696,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11697,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11698,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11699,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11700,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11701,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
11702,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11703,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11704,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11705,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
11706,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11707,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
11708,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11709,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
11710,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
11711,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11712,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11713,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11714,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
11715,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
11716,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11717,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11718,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11719,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11720,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11721,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
11722,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
11723,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11724,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
11725,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11726,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11727,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11728,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11729,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11730,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11731,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11732,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11733,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11734,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
11735,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
11736,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
11737,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
11738,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11739,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
11740,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
11741,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
11742,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
11743,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
11744,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
11745,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11746,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
11747,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
11748,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
