Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R,Shrubland,141,79,38,5,12,9,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R,Grassland,0,145,117,3,43,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R,Non_Wetland,5,5,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R,Cropland,542,382,0,4,144,79,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R,Wetland,81,80,1,0,1,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R,Bareland,149,60,54,0,0,17,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R,Water,341,308,23,75,54,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R,Forest,673,0,217,41,63,57,66,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R,Built-up,198,99,95,1,65,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R,Lichens_and_Mosses,3,0,2,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVF_M_R,Non_Wetland,3,1,0,10,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVF_M_R,Shrubland,44,24,0,24,21,5,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVF_M_R,Grassland,0,85,0,79,50,23,11,68,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVF_M_R,Cropland,432,281,0,157,205,136,9,243,0,0,0,0
