Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R,Shrubland,287,51,74,61,163,29,19,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R,Grassland,0,139,56,35,260,4,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R,Non_Wetland,7,0,0,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R,Bareland,209,53,0,38,90,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R,Forest,609,161,37,50,0,17,83,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R,Cropland,508,0,144,113,335,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R,Wetland,140,0,4,0,57,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R,Built-up,139,45,35,0,92,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R,Non_Water,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R,Water,250,5,60,0,349,109,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R,Permanent_ice_and_snow,3,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,Non_Wetland,1,0,0,0,1,8,1,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,Shrubland,77,0,41,12,42,78,20,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,Grassland,0,0,68,13,154,113,25,270,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,Cropland,457,0,200,27,234,107,6,488,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,Wetland,7,0,1,0,17,0,98,45,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,Bareland,115,0,0,20,23,23,24,125,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,Built-up,102,0,63,0,19,8,0,125,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,Forest,408,0,82,25,0,363,154,691,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,Non_Water,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,Water,50,0,16,0,146,199,0,263,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,Shrubland,0,0,0,0,0,0,0,0,148,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,Wetland,0,0,0,0,0,0,13,0,205,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,Grassland,0,0,0,0,0,19,6,0,143,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,Forest,0,0,0,0,0,147,77,0,545,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,Water,0,0,0,0,0,183,0,0,255,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,Bareland,0,0,0,0,0,7,13,0,33,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,Cropland,0,0,0,0,0,4,4,0,117,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,Built-up,0,0,0,0,0,1,2,0,8,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,Grassland,0,158,187,22,68,40,4,222,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,Non_Wetland,0,0,0,0,1,7,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,Wetland,14,0,14,0,5,0,23,63,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,Forest,429,219,293,27,0,292,82,630,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,Non_Water,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,Water,9,0,128,2,144,265,0,248,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,Shrubland,76,34,82,16,19,51,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,Bareland,56,43,0,11,3,10,4,55,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,Built-up,70,7,120,0,6,0,0,79,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,Cropland,353,0,329,33,54,12,2,266,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHQ_M_R,Wetland,0,0,0,0,0,0,85,0,0,50,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHQ_M_R,Shrubland,0,0,0,0,0,0,46,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHQ_M_R,Water,0,0,0,0,0,0,0,0,0,162,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHQ_M_R,Grassland,0,0,0,0,0,0,31,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHQ_M_R,Cropland,0,0,0,0,0,0,11,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHQ_M_R,Bareland,0,0,0,0,0,0,22,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHQ_M_R,Forest,0,0,0,0,0,0,182,0,0,90,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHQ_M_R,Grassland,0,192,9,55,253,19,6,374,0,0,1,0
