Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,Forest,306,0,167,0,435,3,301,708,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,Non_Water,0,0,0,0,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,Cropland,419,0,229,161,21,78,51,411,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,Built-up,92,0,85,5,4,0,5,95,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,Permanent_ice_and_snow,14,0,11,0,9,0,0,17,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,Shrubland,0,0,0,0,0,0,0,0,187,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,Wetland,0,0,0,0,0,0,7,0,251,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,Grassland,0,0,0,0,1,0,6,0,104,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,Forest,0,0,0,0,45,0,73,0,720,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,Bareland,0,0,0,0,22,0,85,0,48,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,Water,0,0,0,0,98,0,0,0,191,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,Cropland,0,0,0,0,0,0,36,0,68,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,Built-up,0,0,0,0,0,0,10,0,6,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,9,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,Grassland,0,26,89,12,26,4,0,141,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,Non_Wetland,5,0,11,2,13,0,0,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,Wetland,6,0,93,3,0,0,8,42,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,Bareland,253,35,0,5,1,8,25,71,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,Forest,323,9,501,0,313,7,62,699,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,Water,95,12,459,35,141,0,0,314,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,Non_Water,1,0,3,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,Shrubland,114,4,114,18,49,3,7,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,Cropland,477,0,315,53,14,58,1,283,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,Built-up,132,9,100,0,2,0,0,75,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,Permanent_ice_and_snow,13,0,23,0,0,0,0,7,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,Grassland,0,0,0,0,0,0,13,0,0,17,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,Water,0,0,0,0,0,0,0,0,0,352,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,Bareland,0,0,0,0,0,0,65,0,0,81,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,Shrubland,0,0,0,0,0,0,41,0,0,40,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,Wetland,0,0,0,0,0,0,26,0,0,31,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,Cropland,0,0,0,0,0,0,21,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,Built-up,0,0,0,0,0,0,1,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,Forest,0,0,0,0,0,0,103,0,0,103,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,Grassland,0,291,24,126,1,72,6,345,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,Wetland,4,14,2,54,0,0,7,93,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,Bareland,1,402,0,61,22,156,85,364,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,Forest,53,501,54,0,45,95,73,559,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,Cropland,30,0,29,153,0,117,36,360,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,Water,5,231,31,92,98,28,0,329,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,Built-up,1,117,13,7,0,0,10,84,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,Shrubland,8,68,3,28,0,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,Permanent_ice_and_snow,0,33,0,0,0,1,0,16,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,Grassland,0,276,4,186,1,78,32,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,Bareland,0,253,0,157,2,172,134,0,0,0,0,3
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,Shrubland,0,125,0,162,13,62,82,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,Forest,0,227,0,0,42,64,189,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,Built-up,0,23,3,12,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,Water,0,45,10,41,39,26,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,Cropland,0,0,10,105,0,137,18,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,Wetland,0,0,0,27,0,0,33,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,Permanent_ice_and_snow,0,1,0,20,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,Wetland,11,2,4,100,0,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,Bareland,3,86,0,49,0,0,17,0,0,0,0,47
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,Forest,55,84,62,0,1,0,15,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,Shrubland,57,102,80,191,18,0,35,0,0,0,0,47
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,Cropland,82,0,145,106,1,0,16,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,Water,1,14,138,332,19,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,Grassland,0,92,135,107,2,0,8,0,0,0,0,48
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,Built-up,0,65,46,35,0,0,0,0,0,0,0,2
