Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R,Shrubland,258,50,120,102,51,51,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R,Non_Wetland,10,1,2,6,10,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R,Grassland,0,87,74,68,22,28,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R,Bareland,313,43,0,47,8,90,41,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R,Forest,450,91,162,0,82,54,97,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R,Cropland,438,0,242,192,32,138,11,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R,Wetland,43,0,12,33,0,0,26,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R,Water,285,30,270,167,32,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R,Non_Water,2,0,1,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R,Built-up,107,50,49,42,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R,Permanent_ice_and_snow,20,0,7,1,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,Non_Wetland,2,0,3,3,19,0,4,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,Shrubland,86,0,60,38,69,4,51,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,Grassland,0,0,64,49,59,6,28,163,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,Wetland,5,0,10,1,0,0,64,41,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,Bareland,287,0,0,30,41,15,177,196,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,Water,58,0,81,14,199,0,0,266,0,0,0,0
