Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVJ_M_R,Permanent_ice_and_snow,2,1,3,0,0,2,0,0,4,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,Water,0,120,87,87,0,54,54,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,Grassland,0,58,11,37,41,39,23,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,Wetland,0,36,16,27,51,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,Bareland,0,49,0,37,51,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,Built-up,0,3,2,0,3,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,Forest,0,76,27,51,63,0,33,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,Cropland,0,0,7,29,27,22,5,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,Permanent_ice_and_snow,0,0,0,0,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,Cropland,0,0,0,0,8,0,21,0,0,13,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,Wetland,0,0,0,0,1,0,0,0,0,122,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,Grassland,0,0,0,0,7,0,9,0,0,34,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,Forest,0,0,0,0,21,0,34,0,0,50,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,Bareland,0,0,0,0,15,0,24,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,Built-up,0,0,0,0,1,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,Water,0,0,0,0,0,0,62,0,0,64,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,Water,42,35,86,0,0,92,54,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,Cropland,17,0,16,0,18,19,7,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,Wetland,23,9,15,0,29,31,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,Bareland,7,7,0,0,24,18,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,Built-up,8,9,7,0,3,7,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,Forest,32,20,19,0,30,0,19,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,Grassland,0,9,11,0,11,14,9,0,0,0,2
