Dataset,MajorityClass,Grassland,Bareland,Built-up,Forest,Cropland,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R,Shrubland,223,57,69,142,41,27,25,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R,Grassland,0,87,94,347,165,52,36,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R,Non_Wetland,13,1,3,9,2,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R,Bareland,501,0,153,297,98,29,237,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R,Built-up,604,259,0,606,177,25,87,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R,Water,958,380,63,1131,64,232,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R,Forest,1377,388,465,0,281,138,297,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R,Cropland,510,95,115,374,0,37,18,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R,Wetland,196,18,12,174,15,0,81,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R,Non_Water,4,0,0,3,3,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R,Permanent_ice_and_snow,3,3,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,Non_Wetland,5,4,2,2,0,14,3,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,Shrubland,85,64,39,52,0,69,44,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,Grassland,0,152,104,168,0,151,130,101,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,Cropland,516,164,138,228,0,79,93,90,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,Wetland,104,87,17,32,0,0,172,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,Bareland,221,0,126,109,0,23,180,22,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,Built-up,330,323,0,204,0,104,128,174,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,Water,589,461,326,352,0,178,0,61,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,Forest,979,811,491,0,0,473,615,502,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,Non_Water,2,2,0,1,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,Permanent_ice_and_snow,2,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,Non_Wetland,5,4,1,1,0,21,1,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,Grassland,0,229,97,109,40,174,98,106,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,Forest,921,1001,398,0,44,737,366,503,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,Wetland,63,113,10,33,0,0,92,19,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,Bareland,250,0,109,49,2,16,22,20,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,Built-up,366,413,0,140,1,211,48,126,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,Water,223,946,233,322,0,424,0,70,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,Non_Water,3,3,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,Shrubland,86,83,39,33,3,48,19,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,Cropland,526,240,198,149,0,102,54,67,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,Permanent_ice_and_snow,2,3,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPU_M_R,Grassland,0,0,0,0,0,67,21,0,369,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPU_M_R,Wetland,0,0,0,0,0,0,7,0,311,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPU_M_R,Forest,0,0,0,0,0,306,147,0,1241,0,0,0
