Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVU_M_R
8392,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8393,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
8394,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
8395,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8396,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
8397,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
8398,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
8399,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8400,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8401,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8402,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8403,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8404,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8405,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
8406,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8407,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
8408,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
8409,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
8410,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
8411,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8412,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
8413,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
8414,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8415,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
8416,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
8417,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
8418,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8419,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8420,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
8421,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
8422,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8423,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
8424,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
8425,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
8426,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Wetland
8427,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
8428,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
8429,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
8430,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
8431,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
8432,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
8433,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
8434,Forest,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Wetland
8435,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Wetland
8436,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8437,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8438,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8439,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8440,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8441,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8442,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8443,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8444,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8445,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8446,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8447,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8448,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8449,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
8450,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8451,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8452,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
8453,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8454,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8455,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8456,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8457,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8458,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8459,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8460,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8461,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8462,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8463,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8464,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8465,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8466,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8467,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8468,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8469,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8470,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8471,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8472,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
8473,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8474,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8475,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8476,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
8477,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8478,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8479,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8480,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8481,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8482,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8483,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8484,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8485,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8486,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8487,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8488,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8489,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8490,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8491,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
8492,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8493,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
8494,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8495,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
8496,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8497,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
8498,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
8499,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8500,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8501,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8502,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8503,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8504,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8505,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8506,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
8507,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8508,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8509,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
8510,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
8511,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8512,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8513,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8514,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8515,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8516,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8517,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8518,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
8519,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8520,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
8521,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8522,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8523,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8524,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8525,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8526,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8527,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8528,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8529,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8530,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8531,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8532,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8533,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8534,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8535,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8536,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
8537,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8538,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8539,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
8540,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8541,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8542,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8543,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
8544,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8545,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8546,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
8547,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
8548,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8549,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8550,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
8551,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8552,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8553,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8554,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8555,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8556,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
8557,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8558,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8559,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
8560,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8561,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
8562,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8563,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
8564,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8565,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8566,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8567,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
8568,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8569,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8570,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
8571,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8572,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8573,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8574,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8575,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8576,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8577,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
8578,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8579,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
8580,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
8581,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
8582,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8583,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8584,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8585,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
8586,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
8587,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8588,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8589,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8590,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8591,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
8592,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
8593,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8594,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8595,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8596,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8597,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
8598,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
8599,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
8600,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8601,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
8602,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8603,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8604,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
8605,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
8606,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8607,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8608,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
8609,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8610,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8611,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8612,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8613,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8614,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8615,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
8616,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8617,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
8618,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8619,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
8620,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
8621,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
8622,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8623,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8624,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8625,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8626,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
8627,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8628,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
8629,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
8630,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
8631,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
8632,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
8633,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8634,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
8635,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8636,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
8637,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
8638,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
8639,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8640,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
8641,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
8642,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
8643,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Wetland
8644,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
8645,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
8646,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8647,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
8648,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
8649,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8650,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
8651,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Wetland
8652,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
8653,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8654,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
8655,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
8656,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
8657,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
8658,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
8659,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
8660,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
8661,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
8662,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
8663,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Wetland
8664,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Wetland
8665,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
8666,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8667,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
8668,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8669,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8670,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8671,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
8672,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8673,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
8674,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8675,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8676,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
8677,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8678,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8679,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8680,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8681,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8682,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8683,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8684,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8685,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8686,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8687,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
8688,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
8689,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8690,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
8691,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8692,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8693,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8694,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8695,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8696,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8697,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8698,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8699,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8700,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8701,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8702,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8703,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
8704,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8705,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8706,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8707,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
