Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R,Grassland,223,16,28,22,38,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R,Non_Wetland,5,0,1,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R,Wetland,117,0,0,16,5,54,99,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R,Bareland,48,1,0,0,26,2,93,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R,Built-up,66,3,0,27,0,0,122,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R,Water,248,0,54,62,1,0,221,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R,Forest,0,1,10,27,40,106,260,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R,Shrubland,12,0,0,0,1,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R,Cropland,70,0,0,7,19,1,102,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R,Lichens_and_Mosses,1,0,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,Non_Wetland,1,0,6,1,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,Grassland,56,0,97,81,23,21,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,Bareland,7,0,12,0,32,4,107,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,Built-up,15,0,10,67,0,3,55,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,Water,51,0,196,11,4,0,270,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,Forest,0,0,391,105,29,133,487,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,Shrubland,2,0,5,4,2,1,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,Cropland,19,0,17,21,14,0,107,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,Wetland,5,0,0,5,0,39,89,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,Lichens_and_Mosses,0,0,0,0,1,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTK_M_R,Grassland,0,0,61,0,0,12,0,0,196,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTK_M_R,Wetland,0,0,0,0,0,0,0,0,49,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTK_M_R,Forest,0,0,176,0,0,41,0,0,502,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTK_M_R,Shrubland,0,0,0,0,0,0,0,0,6,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTK_M_R,Bareland,0,0,4,0,0,0,0,0,16,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTK_M_R,Cropland,0,0,0,0,0,0,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTK_M_R,Water,0,0,264,0,0,0,0,0,139,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTK_M_R,Built-up,0,0,0,0,0,0,0,0,13,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,Non_Wetland,0,0,4,3,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,Forest,0,0,198,307,43,209,407,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,Bareland,0,2,2,0,10,2,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,Grassland,22,15,71,201,31,76,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,Non_Water,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,Water,23,0,41,167,0,0,140,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,Shrubland,0,0,1,10,2,4,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,Cropland,1,0,5,83,16,7,74,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,Built-up,0,0,3,89,0,1,46,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,Wetland,6,0,0,67,0,77,91,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,Lichens_and_Mosses,0,0,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTK_M_R,Grassland,0,0,0,0,0,38,0,0,0,27,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTK_M_R,Bareland,0,0,0,0,0,6,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTK_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTK_M_R,Wetland,0,0,0,0,0,39,0,0,0,60,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTK_M_R,Forest,0,0,0,0,0,113,0,0,0,88,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTK_M_R,Built-up,0,0,0,0,0,0,0,0,0,2,0,0
