Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_19NFF_M_R,Shrubland,3,1,3,3,1,1,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFF_M_R,Grassland,0,8,12,5,2,1,23,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFF_M_R,Cropland,27,0,2,2,1,0,9,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFF_M_R,Wetland,102,0,0,31,0,24,58,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFF_M_R,Bareland,54,2,13,0,0,9,22,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFF_M_R,Built-up,11,0,0,5,0,0,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFF_M_R,Water,120,0,66,58,3,0,83,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFF_M_R,Forest,73,2,41,20,4,15,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_19NFF_M_R,Permanent_ice_and_snow,11,0,0,6,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFF_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFF_M_R,Grassland,0,0,12,0,0,1,0,49,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFF_M_R,Forest,0,0,34,0,0,18,0,79,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFF_M_R,Wetland,0,0,0,0,0,5,0,104,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFF_M_R,Bareland,0,0,26,0,0,9,0,18,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFF_M_R,Built-up,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFF_M_R,Water,0,0,57,0,0,0,0,50,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFF_M_R,Cropland,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFF_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFF_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFF_M_R,Grassland,0,0,0,0,0,44,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFF_M_R,Wetland,0,0,0,0,0,103,0,0,32,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFF_M_R,Bareland,0,0,0,0,0,51,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFF_M_R,Water,0,0,0,0,0,0,0,0,91,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFF_M_R,Forest,0,0,0,0,0,71,0,0,25,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFF_M_R,Built-up,0,0,0,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFF_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFF_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFF_M_R,Water,80,0,57,11,6,0,49,0,0,62,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFF_M_R,Cropland,18,0,0,3,1,0,7,0,0,22,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFF_M_R,Wetland,38,2,0,5,1,5,30,0,0,22,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFF_M_R,Bareland,34,1,26,0,2,9,16,0,0,51,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFF_M_R,Built-up,9,3,1,5,0,0,3,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFF_M_R,Forest,64,13,34,19,17,18,0,0,0,56,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFF_M_R,Grassland,0,3,12,4,2,1,19,0,0,27,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFF_M_R,Permanent_ice_and_snow,3,1,0,1,0,0,1,0,0,14,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFF_M_R,Grassland,0,30,26,12,15,24,28,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFF_M_R,Water,0,3,43,47,11,0,38,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFF_M_R,Wetland,0,6,0,26,19,58,29,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFF_M_R,Forest,0,17,33,13,24,47,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFF_M_R,Bareland,0,7,4,0,6,15,10,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFF_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFF_M_R,Cropland,0,0,0,2,1,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFF_M_R,Permanent_ice_and_snow,0,1,1,1,5,0,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFF_M_R,Wetland,30,4,0,29,0,38,50,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFF_M_R,Water,12,1,23,51,0,0,65,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFF_M_R,Forest,15,6,12,15,0,18,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFF_M_R,Grassland,0,7,12,14,0,7,14,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFF_M_R,Bareland,0,1,3,0,0,5,5,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFF_M_R,Cropland,0,0,0,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFF_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0
