Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R,Shrubland,283,94,133,72,95,114,141,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R,Non_Wetland,0,0,0,0,0,0,21,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R,Grassland,0,199,101,20,148,185,256,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R,Bareland,291,65,0,55,41,22,28,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R,Built-up,245,87,129,0,10,134,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R,Water,796,89,407,9,0,505,482,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R,Cropland,642,0,362,102,111,362,217,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R,Forest,473,159,97,17,112,0,241,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R,Non_Water,4,2,3,0,7,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R,Wetland,266,38,65,8,202,212,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R,Lichens_and_Mosses,0,1,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R,Permanent_ice_and_snow,14,0,10,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,Non_Wetland,5,0,0,0,2,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,Shrubland,114,0,46,37,55,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,Grassland,0,0,35,86,84,4,0,276,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,Cropland,707,0,141,352,133,6,0,405,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,Bareland,185,0,0,74,189,0,0,113,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,Built-up,76,0,32,0,26,0,0,87,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,Water,394,0,18,42,0,63,0,458,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,Forest,256,0,37,161,267,0,0,614,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,Non_Water,3,0,0,0,5,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,Wetland,141,0,4,5,270,41,0,281,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,Lichens_and_Mosses,1,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,Permanent_ice_and_snow,2,0,0,0,6,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,Non_Wetland,3,1,1,0,4,3,0,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,Grassland,0,46,93,19,115,38,0,306,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,Bareland,127,27,0,42,62,3,0,86,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,Built-up,141,44,158,0,7,6,0,86,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,Non_Water,3,0,4,0,7,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,Water,433,56,254,13,0,141,0,578,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,Shrubland,103,14,77,19,47,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,Cropland,666,0,354,145,121,81,0,463,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,Forest,321,202,182,19,286,0,0,659,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,Wetland,157,39,60,1,238,101,0,335,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,Lichens_and_Mosses,3,0,0,0,0,0,0,0,0,0,0,0
