Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20LNH_M_R,Shrubland,3,2,3,2,1,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNH_M_R,Grassland,0,9,10,9,9,9,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNH_M_R,Cropland,40,0,4,14,17,4,27,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNH_M_R,Wetland,38,9,0,2,0,22,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNH_M_R,Lichens_and_Mosses,1,1,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNH_M_R,Bareland,40,16,18,0,7,19,22,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNH_M_R,Built-up,13,9,0,9,0,3,10,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNH_M_R,Water,89,21,38,32,1,0,59,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNH_M_R,Forest,64,23,29,15,18,22,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20LNH_M_R,Permanent_ice_and_snow,27,4,3,7,6,5,17,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNH_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNH_M_R,Grassland,0,0,6,0,0,2,0,11,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNH_M_R,Cropland,0,0,2,0,0,3,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNH_M_R,Forest,0,0,26,0,0,18,0,32,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNH_M_R,Water,0,0,28,0,0,0,0,16,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNH_M_R,Wetland,0,0,0,0,0,1,0,12,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNH_M_R,Bareland,0,0,3,0,0,1,0,18,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNH_M_R,Built-up,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNH_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNH_M_R,Grassland,0,0,0,0,0,22,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNH_M_R,Cropland,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNH_M_R,Wetland,0,0,0,0,0,25,0,0,18,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNH_M_R,Water,0,0,0,0,0,0,0,0,60,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNH_M_R,Forest,0,0,0,0,0,37,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNH_M_R,Built-up,0,0,0,0,0,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNH_M_R,Bareland,0,0,0,0,0,18,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNH_M_R,Permanent_ice_and_snow,0,0,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNH_M_R,Water,39,33,28,12,3,0,40,0,0,53,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNH_M_R,Cropland,24,0,2,4,15,3,22,0,0,26,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNH_M_R,Bareland,26,22,3,0,11,1,19,0,0,42,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNH_M_R,Built-up,9,7,1,5,0,0,9,0,0,11,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNH_M_R,Forest,37,36,26,18,14,18,0,0,0,53,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNH_M_R,Grassland,0,19,6,5,6,2,16,0,0,22,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNH_M_R,Wetland,1,1,0,1,0,1,2,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNH_M_R,Permanent_ice_and_snow,11,14,0,2,3,0,13,0,0,17,2,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNH_M_R,Grassland,0,32,0,1,15,15,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNH_M_R,Water,0,24,2,1,15,0,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNH_M_R,Wetland,0,13,0,0,5,19,6,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNH_M_R,Built-up,0,4,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNH_M_R,Forest,0,30,2,3,34,39,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNH_M_R,Cropland,0,0,0,0,21,4,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNH_M_R,Bareland,0,20,0,0,17,10,13,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNH_M_R,Permanent_ice_and_snow,0,9,0,1,6,8,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNH_M_R,Water,15,4,9,30,0,0,47,0,0,0,0,18
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNH_M_R,Cropland,14,0,0,13,0,4,10,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNH_M_R,Wetland,14,4,0,21,0,14,26,0,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNH_M_R,Built-up,4,9,0,12,0,0,11,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNH_M_R,Forest,16,7,3,19,0,6,0,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNH_M_R,Grassland,0,3,1,7,0,3,7,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNH_M_R,Bareland,0,0,0,0,0,0,0,0,0,0,0,2
