Dataset,MajorityClass,Grassland,Bareland,Built-up,Water,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18NWG_M_R,Shrubland,3,1,1,1,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWG_M_R,Grassland,0,16,10,22,36,5,3,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWG_M_R,Cropland,27,5,5,1,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWG_M_R,Wetland,90,30,1,69,57,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWG_M_R,Bareland,49,0,0,26,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWG_M_R,Built-up,9,5,0,2,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWG_M_R,Water,131,49,3,0,91,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWG_M_R,Forest,89,21,16,36,0,7,2,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NWG_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWG_M_R,Shrubland,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWG_M_R,Grassland,0,0,0,55,0,0,0,23,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWG_M_R,Wetland,0,0,0,81,0,0,0,35,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWG_M_R,Bareland,0,0,0,47,0,0,0,29,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWG_M_R,Built-up,0,0,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWG_M_R,Water,0,0,0,0,0,0,0,111,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWG_M_R,Forest,0,0,0,69,0,0,0,39,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWG_M_R,Cropland,0,0,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWG_M_R,Grassland,0,0,0,7,0,12,0,0,59,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWG_M_R,Forest,0,0,0,14,0,30,0,0,55,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWG_M_R,Wetland,0,0,0,6,0,0,0,0,70,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWG_M_R,Bareland,0,0,0,6,0,21,0,0,11,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWG_M_R,Built-up,0,0,0,1,0,1,0,0,1,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWG_M_R,Water,0,0,0,0,0,57,0,0,43,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWG_M_R,Cropland,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWG_M_R,Water,50,12,38,0,58,57,19,0,0,61,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWG_M_R,Cropland,10,3,8,0,8,0,0,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWG_M_R,Wetland,16,2,7,6,23,0,2,0,0,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWG_M_R,Bareland,12,0,33,6,21,21,2,0,0,23,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWG_M_R,Built-up,4,2,0,1,3,1,3,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWG_M_R,Forest,48,18,29,14,0,30,21,0,0,53,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWG_M_R,Grassland,0,14,28,7,31,12,14,0,0,39,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWG_M_R,Grassland,0,5,9,27,38,50,32,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWG_M_R,Wetland,0,10,7,24,22,0,28,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWG_M_R,Built-up,0,0,0,0,1,1,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWG_M_R,Forest,0,7,15,37,0,42,21,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWG_M_R,Water,0,29,18,0,39,62,21,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWG_M_R,Cropland,0,0,3,0,4,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWG_M_R,Bareland,0,0,2,24,7,9,3,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWG_M_R,Water,52,60,0,0,54,28,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWG_M_R,Wetland,38,21,0,31,39,0,10,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWG_M_R,Bareland,4,0,0,2,2,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWG_M_R,Built-up,5,3,0,2,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWG_M_R,Forest,28,13,0,15,0,9,10,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWG_M_R,Cropland,1,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWG_M_R,Grassland,0,5,0,7,12,6,7,0,0,0,1
