Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKT_M_R
3628,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3629,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3630,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Built-up,Forest
3631,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3632,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3633,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3634,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3635,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3636,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3637,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3638,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
3639,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
3640,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
3641,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3642,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
3643,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3644,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3645,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3646,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
3647,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3648,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3649,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
3650,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
3651,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Cropland
3652,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
3653,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3654,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
3655,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3656,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
3657,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
3658,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3659,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3660,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
3661,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3662,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
3663,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
3664,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
3665,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3666,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
3667,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3668,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,NULL
3669,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
3670,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
3671,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
3672,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
3673,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Water
3674,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3675,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
3676,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
3677,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
3678,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
3679,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
3680,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3681,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
3682,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3683,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
3684,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
3685,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3686,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3687,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3688,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3689,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3690,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3691,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3692,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
3693,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
3694,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
3695,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3696,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3697,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
3698,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
3699,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3700,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3701,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3702,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
3703,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
3704,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
3705,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
3706,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
3707,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3708,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3709,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3710,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3711,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3712,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3713,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3714,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3715,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3716,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3717,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3718,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
3719,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3720,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3721,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3722,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3723,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3724,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3725,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3726,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3727,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3728,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
3729,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
3730,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
3731,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
3732,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
3733,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
3734,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
3735,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
3736,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
3737,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
3738,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
3739,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3740,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
3741,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
3742,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
3743,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
3744,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3745,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
3746,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
3747,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
3748,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3749,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3750,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3751,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3752,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3753,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3754,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
3755,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3756,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3757,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3758,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3759,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Water
3760,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3761,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3762,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3763,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
3764,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3765,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3766,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3767,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
3768,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3769,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3770,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3771,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3772,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3773,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3774,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3775,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3776,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3777,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3778,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
3779,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3780,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3781,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3782,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
3783,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3784,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
3785,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3786,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3787,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3788,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3789,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3790,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
3791,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3792,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3793,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3794,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3795,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3796,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3797,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3798,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3799,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3800,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3801,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3802,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
3803,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
3804,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3805,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
3806,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
3807,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3808,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3809,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3810,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3811,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3812,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3813,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3814,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
3815,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3816,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
3817,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
3818,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3819,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Cropland
3820,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
3821,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3822,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3823,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3824,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
3825,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
3826,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
3827,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
3828,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3829,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
3830,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3831,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Built-up
3832,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
3833,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
3834,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
3835,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
3836,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
3837,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
3838,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
3839,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Cropland
3840,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
3841,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Water
3842,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3843,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Built-up
3844,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
3845,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
3846,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3847,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
3848,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3849,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
3850,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3851,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
3852,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3853,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
3854,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
3855,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3856,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
3857,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3858,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
3859,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,NULL
3860,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
3861,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
3862,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
3863,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
3864,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Forest,Built-up
3865,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
3866,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Wetland,Water
3867,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Built-up
3868,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Forest
3869,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Forest,Built-up
3870,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3871,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
3872,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
3873,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3874,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
3875,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3876,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
3877,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
3878,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,NULL
3879,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
3880,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
3881,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
3882,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3883,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
3884,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
3885,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3886,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3887,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
3888,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3889,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Forest
3890,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Water,Built-up
3891,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3892,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Water,Built-up
3893,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Water,Forest
3894,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Built-up
3895,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Forest
3896,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
3897,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
3898,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
3899,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
3900,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
3901,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
3902,NULL,Built-up,Built-up,Water,Non_Wetland,Forest,Water,Water
3903,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
3904,NULL,Built-up,Water,NULL,Water,NULL,Water,Grassland
3905,NULL,Built-up,Water,NULL,Water,NULL,Water,Bareland
3906,NULL,Built-up,Water,NULL,Water,NULL,Water,Water
3907,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
3908,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
3909,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
3910,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Water
3911,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
3912,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
3913,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
3914,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Water
3915,NULL,Built-up,Water,NULL,Water,Bareland,Water,Bareland
3916,NULL,Built-up,Water,NULL,Water,Bareland,Water,Built-up
3917,NULL,Built-up,Water,NULL,Water,Bareland,Water,Forest
3918,NULL,Built-up,Water,NULL,Water,Built-up,NULL,Cropland
3919,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
3920,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
3921,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
3922,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
3923,NULL,Built-up,Water,NULL,Water,Forest,NULL,Grassland
3924,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
3925,NULL,Built-up,Water,Non_Water,Water,NULL,Water,Grassland
3926,NULL,Built-up,Water,Non_Water,Water,NULL,Water,Forest
3927,NULL,Built-up,Water,Non_Water,Water,Bareland,Water,Bareland
3928,NULL,Built-up,Water,Non_Water,Water,Built-up,Bareland,Water
3929,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
3930,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
3931,NULL,Built-up,Water,Water,Water,NULL,Bareland,Bareland
3932,NULL,Built-up,Water,Water,Water,NULL,Water,Grassland
3933,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Water
3934,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Built-up
3935,NULL,Built-up,Water,Water,Water,Built-up,Water,Bareland
3936,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
3937,NULL,Built-up,Water,Water,Water,Water,Built-up,Water
3938,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3939,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3940,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3941,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3942,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3943,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3944,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3945,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3946,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3947,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3948,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3949,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3950,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3951,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
