Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R,Grassland,400,113,58,38,44,50,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R,Shrubland,59,3,3,2,1,5,85,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R,Non_Wetland,6,1,2,0,0,2,7,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R,Cropland,316,0,5,50,66,11,410,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R,Wetland,245,0,0,7,0,130,177,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R,Bareland,342,45,23,0,38,97,428,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R,Built-up,154,55,0,63,0,11,236,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R,Water,686,6,82,74,2,0,415,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R,Non_Water,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R,Lichens_and_Mosses,4,2,0,0,1,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R,Forest,0,90,50,37,33,171,550,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R,Permanent_ice_and_snow,5,0,0,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,Shrubland,12,0,21,29,3,4,35,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,Non_Wetland,3,0,11,2,0,0,3,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,Grassland,92,0,181,228,32,53,0,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,Cropland,107,0,98,210,47,15,476,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,Bareland,13,0,45,0,34,23,222,21,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,Built-up,24,0,10,107,0,4,150,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,Water,72,0,279,479,15,0,611,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,Forest,0,0,565,625,58,207,893,167,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,Wetland,10,0,0,134,0,64,181,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,Lichens_and_Mosses,0,0,0,1,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,Permanent_ice_and_snow,1,0,1,0,0,0,2,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,Grassland,22,135,131,427,66,16,0,133,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,Non_Wetland,0,0,10,5,0,1,3,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,Forest,0,149,438,798,43,234,727,365,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,Wetland,6,3,0,226,0,67,99,38,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,Bareland,1,38,18,0,25,5,113,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,Built-up,2,41,7,169,0,0,118,15,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,Non_Water,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,Water,60,8,311,714,53,0,207,56,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,Shrubland,1,6,15,33,2,3,20,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,Cropland,6,0,42,320,61,3,327,57,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,Lichens_and_Mosses,0,1,0,4,1,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,Permanent_ice_and_snow,0,0,0,9,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,Grassland,0,0,70,0,0,36,0,0,367,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,Wetland,0,0,0,0,0,4,0,0,220,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,Forest,0,0,248,0,0,95,0,0,938,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,Bareland,0,0,38,0,0,19,0,0,131,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,Water,0,0,267,0,0,0,0,0,431,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,Shrubland,0,0,0,0,0,0,0,0,40,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,Cropland,0,0,7,0,0,9,0,0,147,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,Built-up,0,0,0,0,0,8,0,0,17,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,Bareland,0,0,0,0,0,92,0,0,0,45,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,Grassland,0,0,0,0,0,81,0,0,0,58,0,0
