,0
Water,2726
Bareland,2048
Forest,1925
Cropland,1440
Grassland,1127
Wetland,746
Built-up,649
Shrubland,502
Non_Water,364
Non_Wetland,152
Permanent_ice_and_snow,97
Lichens_and_Mosses,74
