,0
Water,2432
Forest,1934
Bareland,1522
Grassland,1142
Cropland,909
Wetland,737
Built-up,712
Shrubland,388
Non_Water,309
Permanent_ice_and_snow,168
Non_Wetland,135
Lichens_and_Mosses,12
