Dataset,MajorityClass,Forest,Grassland,Water,Bareland,Wetland,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_20MKU_M_R,Grassland,11,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKU_M_R,Non_Wetland,3,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKU_M_R,Wetland,125,107,37,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKU_M_R,Shrubland,3,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKU_M_R,Cropland,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKU_M_R,Water,190,129,0,13,20,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKU_M_R,Bareland,4,3,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKU_M_R,Forest,0,82,72,2,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_20MKU_M_R,Built-up,7,6,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKU_M_R,Non_Wetland,0,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKU_M_R,Grassland,0,0,0,1,17,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKU_M_R,Shrubland,1,1,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKU_M_R,Cropland,0,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKU_M_R,Wetland,4,15,48,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKU_M_R,Bareland,0,2,7,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKU_M_R,Forest,0,83,154,10,286,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKU_M_R,Built-up,1,7,4,2,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKU_M_R,Water,42,9,0,0,216,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKU_M_R,Grassland,0,0,0,0,2,0,29,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKU_M_R,Wetland,0,0,2,0,0,0,46,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKU_M_R,Forest,0,0,34,0,92,0,385,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKU_M_R,Shrubland,0,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKU_M_R,Cropland,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKU_M_R,Water,0,0,0,0,163,0,168,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKU_M_R,Bareland,0,0,0,0,8,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKU_M_R,Built-up,0,0,0,0,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKU_M_R,Non_Wetland,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKU_M_R,Grassland,0,0,7,0,22,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKU_M_R,Forest,0,63,98,0,255,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKU_M_R,Shrubland,0,1,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKU_M_R,Cropland,0,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKU_M_R,Wetland,7,4,55,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKU_M_R,Bareland,0,0,10,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKU_M_R,Built-up,0,2,9,0,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKU_M_R,Water,43,3,0,0,168,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKU_M_R,Wetland,0,0,64,0,0,0,0,54,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKU_M_R,Grassland,0,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKU_M_R,Built-up,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKU_M_R,Water,0,0,0,0,0,0,0,140,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKU_M_R,Bareland,0,0,3,0,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKU_M_R,Forest,0,0,110,0,0,0,0,54,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKU_M_R,Grassland,7,0,0,1,2,2,0,0,4,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKU_M_R,Wetland,7,5,2,9,0,3,0,0,8,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKU_M_R,Forest,0,71,34,80,92,22,0,0,50,33,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKU_M_R,Water,73,70,0,68,163,15,0,0,31,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKU_M_R,Built-up,0,0,0,0,0,0,0,0,2,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKU_M_R,Bareland,0,2,0,0,8,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKU_M_R,Water,58,0,0,50,12,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKU_M_R,Grassland,6,0,6,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKU_M_R,Wetland,54,0,73,30,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKU_M_R,Forest,0,0,188,6,3,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKU_M_R,Wetland,134,3,35,22,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKU_M_R,Forest,0,4,2,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKU_M_R,Water,305,0,0,42,4,0,0,0,0,1,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKU_M_R,Grassland,19,0,0,0,0,0,0,0,0,0,0,0
