Dataset,MajorityClass,Grassland,Bareland,Forest,Cropland,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R,Shrubland,115,22,75,13,14,17,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R,Grassland,0,59,309,124,16,84,48,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R,Non_Wetland,10,0,6,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R,Bareland,118,0,64,11,0,28,12,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R,Built-up,221,71,191,45,0,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R,Water,607,189,569,41,67,55,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R,Forest,893,126,0,137,86,137,155,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R,Wetland,119,2,126,16,0,2,26,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R,Non_Water,3,0,4,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R,Cropland,218,34,156,0,1,43,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R,Permanent_ice_and_snow,11,1,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,Non_Wetland,3,0,3,0,10,0,2,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,Shrubland,52,23,29,0,13,8,20,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,Grassland,0,70,119,0,85,48,132,85,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,Wetland,52,4,7,0,0,1,104,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,Bareland,78,0,19,0,0,11,58,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,Built-up,141,124,52,0,5,0,31,29,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,Water,389,28,165,0,42,66,0,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,Forest,634,203,0,0,261,123,452,243,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,Non_Water,2,0,0,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,Cropland,246,61,79,0,24,37,29,31,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,Permanent_ice_and_snow,2,7,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R,Wetland,0,0,0,0,0,0,2,0,191,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R,Grassland,0,0,0,0,52,0,15,0,232,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R,Forest,0,0,0,0,166,0,69,0,621,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R,Shrubland,0,0,0,0,0,0,0,0,40,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R,Water,0,0,0,0,205,0,0,0,241,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R,Cropland,0,0,0,0,0,0,0,0,38,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R,Built-up,0,0,0,0,15,0,1,0,10,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R,Bareland,0,0,0,0,11,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,Non_Wetland,3,3,2,0,8,0,1,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,Grassland,0,101,138,0,68,48,90,65,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,Forest,623,248,0,0,201,114,388,201,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,Bareland,84,0,18,0,0,12,5,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,Built-up,174,88,37,0,3,0,21,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,Water,269,97,133,0,36,41,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,Non_Water,1,1,1,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,Shrubland,40,36,20,0,12,9,14,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,Wetland,64,12,14,0,0,0,99,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,Cropland,272,54,90,0,11,59,18,45,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,Permanent_ice_and_snow,0,4,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R,Grassland,0,0,0,0,0,0,75,0,0,89,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R,Water,0,0,0,0,0,0,0,0,0,506,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R,Forest,0,0,0,0,0,0,141,0,0,274,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R,Shrubland,0,0,0,0,0,0,4,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R,Cropland,0,0,0,0,0,0,15,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R,Wetland,0,0,0,0,0,0,20,0,0,77,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R,Built-up,0,0,0,0,0,0,15,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R,Bareland,0,0,0,0,0,0,17,0,0,24,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,Grassland,0,27,255,429,52,86,15,414,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,Wetland,4,2,42,31,0,0,2,67,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,Bareland,0,0,36,133,11,84,0,117,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,Built-up,26,3,73,155,15,0,1,146,0,0,0,0
