Dataset,MajorityClass,Forest,Wetland,Built-up,Bareland,Cropland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCU_M_R,Water,86,262,0,523,0,0,283,14,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCU_M_R,Forest,0,353,13,584,0,156,464,146,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCU_M_R,Cropland,9,4,3,29,0,0,71,19,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCU_M_R,Wetland,33,0,0,149,0,159,81,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCU_M_R,Grassland,67,53,24,346,2,20,0,86,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCU_M_R,Forest,0,206,11,515,8,159,461,174,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCU_M_R,Non_Wetland,0,3,0,1,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCU_M_R,Water,82,108,10,631,0,0,236,38,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCU_M_R,Shrubland,3,7,3,27,0,2,19,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCU_M_R,Bareland,7,2,5,0,0,12,63,7,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCU_M_R,Cropland,4,0,6,66,0,0,39,14,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCU_M_R,Wetland,19,0,0,287,0,86,200,24,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCU_M_R,Built-up,2,0,0,59,0,0,31,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCU_M_R,Grassland,0,92,0,0,0,31,0,0,218,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCU_M_R,Wetland,0,0,0,0,0,7,0,0,70,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCU_M_R,Water,0,442,0,0,0,0,0,0,179,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCU_M_R,Shrubland,0,0,0,0,0,0,0,0,16,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCU_M_R,Bareland,0,143,0,0,0,64,0,0,232,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCU_M_R,Cropland,0,1,0,0,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCU_M_R,Built-up,0,2,0,0,0,1,0,0,5,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCU_M_R,Forest,0,297,0,0,0,130,0,0,510,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCU_M_R,Grassland,0,0,0,0,0,122,0,0,0,23,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCU_M_R,Bareland,0,0,0,0,0,287,0,0,0,111,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCU_M_R,Water,0,0,0,0,0,0,0,0,0,225,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCU_M_R,Shrubland,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCU_M_R,Forest,0,0,0,0,0,256,0,0,0,92,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCU_M_R,Wetland,0,0,0,0,0,234,0,0,0,90,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCU_M_R,Built-up,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCU_M_R,Grassland,173,92,41,15,87,31,0,207,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCU_M_R,Forest,0,297,40,63,81,130,290,265,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCU_M_R,Bareland,148,143,106,0,114,64,143,245,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCU_M_R,Wetland,27,0,4,2,3,7,5,17,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCU_M_R,Built-up,10,2,0,0,21,1,28,47,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCU_M_R,Water,179,442,36,41,32,0,103,173,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCU_M_R,Shrubland,4,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCU_M_R,Cropland,17,1,4,0,0,0,20,22,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCU_M_R,Shrubland,2,0,3,0,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCU_M_R,Grassland,113,38,81,1,246,106,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCU_M_R,Forest,0,76,75,1,127,315,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCU_M_R,Bareland,67,197,63,0,92,184,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCU_M_R,Water,50,109,33,46,27,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCU_M_R,Wetland,57,0,17,18,20,130,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCU_M_R,Built-up,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCU_M_R,Cropland,1,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCU_M_R,Shrubland,17,0,0,0,11,2,7,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCU_M_R,Forest,0,23,0,29,41,60,56,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCU_M_R,Bareland,154,51,0,0,15,164,56,0,0,0,18
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCU_M_R,Wetland,230,0,0,40,25,63,19,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCU_M_R,Built-up,32,1,0,3,10,7,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCU_M_R,Water,392,70,0,81,17,0,30,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCU_M_R,Cropland,3,0,0,0,0,1,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCU_M_R,Grassland,204,47,0,30,84,72,0,0,0,0,6
