Dataset,MajorityClass,Grassland,Bareland,Built-up,Forest,Cropland,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,Grassland,0,49,12,131,48,0,24,171,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,Bareland,209,0,45,132,37,0,390,234,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,Built-up,113,236,0,146,122,0,72,127,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,Forest,264,324,103,0,243,36,116,695,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,Non_Water,0,1,0,1,0,0,3,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,Water,380,504,28,407,126,45,0,588,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,Shrubland,28,21,3,28,12,0,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,Cropland,209,166,46,175,0,0,68,197,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,Wetland,429,316,9,494,91,0,568,776,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,Permanent_ice_and_snow,1,12,0,11,2,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXA_M_R,Shrubland,0,0,0,0,0,0,0,0,137,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXA_M_R,Bareland,0,0,0,0,0,249,36,0,515,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXA_M_R,Water,0,0,0,0,0,874,0,0,964,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXA_M_R,Forest,0,0,0,0,0,393,18,0,723,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXA_M_R,Cropland,0,0,0,0,0,14,0,0,178,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXA_M_R,Grassland,0,0,0,0,0,70,0,0,232,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXA_M_R,Built-up,0,0,0,0,0,64,0,0,104,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXA_M_R,Wetland,0,0,0,0,0,0,15,0,1002,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXA_M_R,Grassland,0,0,0,0,0,0,77,0,0,59,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXA_M_R,Bareland,0,0,0,0,0,0,525,0,0,305,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXA_M_R,Water,0,0,0,0,0,0,0,0,0,777,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXA_M_R,Shrubland,0,0,0,0,0,0,35,0,0,19,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXA_M_R,Cropland,0,0,0,0,0,0,81,0,0,46,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXA_M_R,Built-up,0,0,0,0,0,0,76,0,0,41,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXA_M_R,Wetland,0,0,0,0,0,0,625,0,0,501,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXA_M_R,Forest,0,0,0,0,0,0,158,0,0,117,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,Grassland,0,35,34,241,476,70,0,112,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,Bareland,19,0,382,160,822,262,54,239,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,Built-up,53,54,0,112,415,64,1,140,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,Water,27,281,311,460,857,900,0,446,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,Forest,178,143,138,0,926,393,19,326,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,Shrubland,4,13,1,43,46,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,Cropland,17,18,24,119,0,14,0,47,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,Wetland,4,41,18,221,334,0,15,141,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,Permanent_ice_and_snow,0,1,1,9,31,0,1,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,Grassland,0,4,148,47,149,110,62,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,Shrubland,0,0,36,15,20,40,39,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,Built-up,0,12,0,26,31,21,27,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,Water,0,270,234,31,95,393,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,Forest,0,7,593,0,263,373,254,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,Bareland,0,0,239,90,252,137,271,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,Wetland,0,28,260,203,207,0,551,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,Cropland,0,8,119,62,0,48,48,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,Permanent_ice_and_snow,0,0,12,2,2,0,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXA_M_R,Shrubland,16,14,0,103,10,44,33,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXA_M_R,Bareland,4,0,0,89,20,102,170,0,0,0,21
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXA_M_R,Forest,83,138,0,0,105,101,76,0,0,0,40
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXA_M_R,Water,42,400,0,168,54,336,0,0,0,0,18
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXA_M_R,Cropland,40,111,0,131,0,39,37,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXA_M_R,Built-up,17,119,0,231,48,51,65,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXA_M_R,Wetland,97,170,0,488,52,0,372,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXA_M_R,Grassland,0,99,0,112,47,96,63,0,0,0,8
