Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R,Shrubland,3,1,2,1,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R,Grassland,0,10,23,11,5,29,13,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R,Cropland,48,0,11,19,9,28,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R,Wetland,110,7,0,39,5,78,66,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R,Bareland,48,5,8,0,3,20,12,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R,Built-up,17,4,1,9,0,12,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R,Water,139,4,56,64,2,88,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R,Forest,75,6,25,20,12,0,21,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZK_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZK_M_R,Grassland,0,0,12,0,0,0,7,55,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZK_M_R,Forest,0,0,38,0,0,0,14,58,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZK_M_R,Cropland,0,0,21,0,0,0,2,11,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZK_M_R,Wetland,0,0,0,0,0,0,10,77,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZK_M_R,Bareland,0,0,30,0,0,0,9,7,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZK_M_R,Built-up,0,0,1,0,0,0,1,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZK_M_R,Water,0,0,71,0,0,0,0,49,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NZK_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NZK_M_R,Grassland,0,0,0,0,0,0,52,0,21,0,0
