Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R,Shrubland,293,77,71,68,128,16,56,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R,Non_Wetland,11,5,1,1,9,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R,Grassland,0,258,111,87,283,41,146,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R,Bareland,308,65,0,102,96,36,19,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R,Built-up,466,140,181,0,252,24,1,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R,Water,1374,304,519,102,878,0,322,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R,Forest,1537,405,221,263,0,252,353,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R,Cropland,880,0,281,225,479,67,138,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R,Wetland,475,137,11,5,236,79,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R,Non_Water,5,1,1,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R,Permanent_ice_and_snow,6,0,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,Non_Wetland,6,0,0,0,2,0,23,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,Shrubland,82,0,44,25,43,50,79,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,Grassland,0,0,75,56,220,249,263,176,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,Cropland,640,0,188,187,430,367,429,385,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,Wetland,63,0,5,1,141,421,0,15,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,Bareland,153,0,0,52,45,220,28,71,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,Built-up,142,0,143,0,102,148,66,144,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,Water,399,0,130,189,384,0,412,190,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,Forest,646,0,374,170,0,847,769,614,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,Non_Water,0,0,0,0,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,Permanent_ice_and_snow,2,0,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLT_M_R,Wetland,0,0,0,0,0,29,0,0,925,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLT_M_R,Grassland,0,0,0,0,0,16,82,0,653,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLT_M_R,Forest,0,0,0,0,0,88,303,0,1840,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLT_M_R,Water,0,0,0,0,0,0,581,0,835,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLT_M_R,Shrubland,0,0,0,0,0,0,0,0,161,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLT_M_R,Bareland,0,0,0,0,0,10,19,0,53,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLT_M_R,Cropland,0,0,0,0,0,8,40,0,849,0,0,0
