Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTG_M_R,Water,81,65,1,31,0,122,135,0,0,171,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTG_M_R,Cropland,9,1,0,5,1,33,0,0,0,66,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTG_M_R,Wetland,21,0,0,6,11,55,57,0,0,89,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTG_M_R,Bareland,47,22,0,17,14,62,69,0,0,93,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTG_M_R,Built-up,14,0,0,0,0,11,16,0,0,24,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTG_M_R,Forest,34,35,2,22,22,0,96,0,0,109,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTG_M_R,Grassland,0,5,0,1,4,14,15,0,0,36,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTG_M_R,Permanent_ice_and_snow,9,0,0,4,0,14,21,0,0,28,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTG_M_R,Water,0,155,106,133,0,82,66,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTG_M_R,Grassland,0,36,6,18,20,22,7,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTG_M_R,Wetland,0,0,26,71,70,25,34,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTG_M_R,Forest,0,72,28,65,54,0,35,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTG_M_R,Built-up,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTG_M_R,Cropland,0,32,5,22,22,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTG_M_R,Bareland,0,44,0,40,27,24,14,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTG_M_R,Permanent_ice_and_snow,0,7,6,13,7,10,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTG_M_R,Water,22,94,89,0,0,94,70,0,0,0,47
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTG_M_R,Wetland,7,0,32,0,49,54,22,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTG_M_R,Forest,15,24,35,0,32,0,26,0,0,0,26
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTG_M_R,Cropland,1,7,10,0,5,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTG_M_R,Grassland,0,6,8,0,11,14,7,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTG_M_R,Bareland,0,2,0,0,13,8,4,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTG_M_R,Built-up,0,3,3,0,12,5,1,0,0,0,1
