Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_WorldCover_2021_21NTG_M_R,Shrubland,3,3,3,1,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTG_M_R,Grassland,0,0,24,1,3,16,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTG_M_R,Cropland,79,23,60,2,40,43,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTG_M_R,Wetland,141,0,101,2,93,118,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTG_M_R,Built-up,23,6,21,0,11,17,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTG_M_R,Water,229,79,205,12,0,195,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTG_M_R,Forest,110,38,92,14,59,0,0,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTG_M_R,Bareland,81,13,0,7,52,64,1,0,0,0,0
AMAZON_EXTENSION_2024_WorldCover_2021_21NTG_M_R,Permanent_ice_and_snow,25,0,20,5,11,19,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTG_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTG_M_R,Cropland,0,1,0,0,1,0,0,62,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTG_M_R,Forest,0,35,0,0,22,0,0,128,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTG_M_R,Wetland,0,0,0,0,11,0,0,276,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTG_M_R,Water,0,65,0,0,0,0,0,158,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTG_M_R,Grassland,0,5,0,0,4,0,0,40,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTG_M_R,Bareland,0,22,0,0,14,0,0,57,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTG_M_R,Built-up,0,0,0,0,0,0,0,9,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,7,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTG_M_R,Shrubland,0,0,0,0,4,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTG_M_R,Grassland,0,0,0,0,23,0,0,0,14,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTG_M_R,Cropland,0,0,0,0,49,0,0,0,21,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTG_M_R,Wetland,0,0,0,0,150,0,0,0,47,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTG_M_R,Built-up,0,0,0,0,18,0,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTG_M_R,Water,0,0,0,0,0,0,0,0,235,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTG_M_R,Forest,0,0,0,0,127,0,0,0,52,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTG_M_R,Bareland,0,0,0,0,92,0,0,0,35,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTG_M_R,Permanent_ice_and_snow,0,0,0,0,8,0,0,0,2,0,0
